category,joined,brand,product,shade,shade_description,shade_description_original,img_url,discontinued,clean,bipoc-founded,skin_tones_1,skin_tones_2,undertones_1,finish_1,finish_2,finish_3,descriptor_1,descriptor_2,intensity_1,intensity_2,intensity_3,muted_1,muted_2,shimmer_1,shimmer_2,shimmer_3,adaptive
lipstick,estée lauder pure color matte lipstick 868 influential,estée lauder,pure color matte lipstick,868 influential,mauve,light dusty mauve with a cool undertone,https://www.esteelauder.com/media/export/cms/products/640x640/el_sku_GRFW16_640x640_1.jpg,,,,,,cool,,,,,,light,,,dusty,,,,,
lipstick,estée lauder pure color whipped matte lip color with moringa butter 929 sweet tart,estée lauder,pure color whipped matte lip color with moringa butter,929 sweet tart,mauve,neutral midtone mauve with a neutral undertone,,,,,,,neutral,,,,,,midtone,,,,,,,,
lipstick,estée lauder sabyasachi limited edition matte lipstick apricot silk,estée lauder,sabyasachi limited edition matte lipstick,apricot silk,rose mauve,light rosy mauve,https://www.esteelauder.com/media/export/cms/products/640x640/el_sku_G39702_640x640_1.jpg,,,,,,,,,,,,light,,,,,,,,
lipstick,fenty beauty by rihanna slip shine sheer shiny lipstick 07 goji gang,fenty beauty by rihanna,slip shine sheer shiny lipstick,07 goji gang,rose mauve,rosey mauve,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/xJTS2nQmDPn7m1uvUili/pub/NxDqwt22mTYIckTMssEY.webp,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,fenty beauty by rihanna stunna lip paint longwear fluid lip color uncuffed,fenty beauty by rihanna,stunna lip paint longwear fluid lip color,uncuffed,rose mauve,rosy mauve,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/xJTS2nQmDPn7m1uvUili/pub/1ssfLk02FvO0bubOIfQK.webp,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,flower beauty miracle matte liquid lip color soft berry,flower beauty,miracle matte liquid lip color,soft berry,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2525013?id=yKLaL3&fmt=jpg&fit=constrain,1&wid=54&hei=358&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,fresh sugar lip balm hydrating treatment lily luster,fresh,sugar lip balm hydrating treatment,lily luster,mauve,shimmery mauve,,,TRUE,,,,,shimmer,,,,,,,,,,,,,
lipstick,girlactik long lasting matte lip paint liquid lipstick playful,girlactik,long lasting matte lip paint liquid lipstick,playful,brown mauve,brown mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,girlactik long lasting matte lip paint liquid lipstick posh,girlactik,long lasting matte lip paint liquid lipstick,posh,tan mauve,tan mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,givenchy le rose perfecto color lip balm 201 timeless pink,givenchy,le rose perfecto color lip balm,201 timeless pink,mauve,shimmering sheer muted mauve,https://www.sephora.com/productimages/sku/s2185528-main-zoom.jpg?imwidth=48,,,,,,,sheer,shimmer,,,,,,,muted,,,,,
lipstick,glossier ultralip high shine lipstick with hyaluronic acid ember,glossier,ultralip high shine lipstick with hyaluronic acid,ember,mauve,deep mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,gressa skin lip boost lilith,gressa skin,lip boost,lilith,rose mauve,deep rose mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,gxve by gwen stefani anaheim shine clean high-performance satin lipstick stomp box,gxve by gwen stefani,anaheim shine clean high-performance satin lipstick,stomp box,rose mauve,rosy mauve,,,TRUE,,,,,,,,,,,,,,,,,,
lipstick,half caked lip fondant liquid lipstick fight night,half caked,lip fondant liquid lipstick,fight night,mauve,"deep, vampy mauve",,,,,,,,,,,,,deep,,,,,,,,
lipstick,haus labs by lady gaga atomic shake long lasting liquid lipstick rosewood shine,haus labs by lady gaga,atomic shake long lasting liquid lipstick,rosewood shine,rose mauve,rose mauve,,,TRUE,,,,,,,,,,,,,,,,,,
lipstick,highr collective lipstick truest,highr collective,lipstick,truest,berry mauve,berry mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,hourglass girl lip stylo achiever,hourglass,girl lip stylo,achiever,mauve,deep mauve,https://www.sephora.com/productimages/sku/s1892975-main-zoom.jpg?imwidth=48,,,,,,,,,,,,deep,,,,,,,,
lipstick,hourglass phantom volumizing glossy lip balm haze 135,hourglass,phantom volumizing glossy lip balm,haze 135,mauve,deep mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,hourglass unlocked satin crème lipstick tropic 332,hourglass,unlocked satin crème lipstick,tropic 332,rose mauve,rose mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,hourglass velvet story lip cream luxe,hourglass,velvet story lip cream,luxe,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,huda beauty original liquid matte lipstick spice girl,huda beauty,original liquid matte lipstick,spice girl,brown mauve,iconic 90s brownish mauve,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/xJTS2nQmDPn7m1uvUili/pub/6LJCjFbDIFWqnbeZ4Rdj.webp,,,TRUE,,,,,,,iconic,90s,,,,,,,,,
lipstick,huda beauty power bullet cream glow hydrating lipstick sweet cheeks,huda beauty,power bullet cream glow hydrating lipstick,sweet cheeks,nude mauve,medium nude mauve,,,,TRUE,,,,,,,,,medium,,,,,,,,
lipstick,huda beauty power bullet matte lipstick pay day,huda beauty,power bullet matte lipstick,pay day,rose mauve,rosy mauve (cool toned),,,,TRUE,,,cool,,,,,,,,,,,,,,
lipstick,ilia balmy tint hydrating lip balm memoir,ilia,balmy tint hydrating lip balm,memoir,mauve,neutral mauve,,,TRUE,,,,neutral,,,,,,,,,,,,,,
lipstick,ilia color block lipstick wild rose,ilia,color block lipstick,wild rose,mauve,ultimate mauve,,,TRUE,,,,,,,,ultimate,,,,,,,,,,
lipstick,ilia lip sketch hydrating lipstick + lip liner crayon rhyme,ilia,lip sketch hydrating lipstick + lip liner crayon,rhyme,mauve,cool mauve,,,TRUE,,,,cool,,,,,,,,,,,,,,
lipstick,ilia tinted lip conditioner forever,ilia,tinted lip conditioner,forever,mauve,mauve,https://www.sephora.com/productimages/sku/s2197671-main-zoom.jpg?imwidth=48,,,,,,,,,,,,,,,,,,,,
lipstick,jane iredale colorluxe hydrating cream lipstick magnolia,jane iredale,colorluxe hydrating cream lipstick,magnolia,mauve,cool medium mauve,,,,,,,cool,,,,,,medium,,,,,,,,
lipstick,jane iredale lip fixation lip stain/gloss compulsion,jane iredale,lip fixation lip stain/gloss,compulsion,mauve,"sheer matte mauve, cool shimmering gloss",,,,,,,cool,sheer,matte,shimmer,,,,,,,,,,,
lipstick,jeffree star cosmetics velour liquid lipstick calabasas,jeffree star cosmetics,velour liquid lipstick,calabasas,brick mauve,brick mauve,,,,,,,,,,,brick,,,,,,,,,,
lipstick,johnny concert maudit liquid lipstick lovelace,johnny concert,maudit liquid lipstick,lovelace,nude mauve,nude mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,jones road beauty the lip tint nude mauve,jones road beauty,the lip tint,nude mauve,mauve,pale mauve,,,TRUE,,,,,,,,,,pale,,,,,,,,
lipstick,jouer cosmetics long-wear lip creme liquid lipstick aubergine,jouer cosmetics,long-wear lip creme liquid lipstick,aubergine,mauve,matte cool deep mauve,https://www.sephora.com/productimages/sku/s2152965-main-zoom.jpg?imwidth=48,,,,,,cool,matte,,,,,deep,,,,,,,,
lipstick,kaja air heart lightweight natural finish lipstick 03 ride or die,kaja,air heart lightweight natural finish lipstick,03 ride or die,mauve,dusty mauve,https://www.sephora.com/productimages/sku/s2327344-main-zoom.jpg?imwidth=48,,,TRUE,,,,,,,,,,,,dusty,,,,,
lipstick,kiko milano you make me matte lipstick love mauve,kiko milano,you make me matte lipstick,love mauve,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2580126?id=e_pbD1&fmt=jpg&fit=constrain,1&wid=211&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,kkw beauty pink creme lipstick pink 5,kkw beauty,pink creme lipstick,pink 5,mauve,warm mauve,"https://images.ulta.com/is/image/Ulta/2548194?id=TDabg3&fmt=jpg&fit=constrain,1&wid=213&hei=360&op_sharpen=1&resMode=bilin",,,,,,warm,,,,,,,,,,,,,,
lipstick,kosas wet stick moisturizing shiny sheer lipstick with ceramides tropic bliss,kosas,wet stick moisturizing shiny sheer lipstick with ceramides,tropic bliss,rose mauve,cool rosy mauve,,,TRUE,TRUE,,,cool,,,,,,,,,,,,,,
lipstick,kvd beauty everlasting hyperlight vegan transfer-proof liquid lipstick dead nettle,kvd beauty,everlasting hyperlight vegan transfer-proof liquid lipstick,dead nettle,brown mauve,brown mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,kylie cosmetics creme lipstick 332 better late than never,kylie cosmetics,creme lipstick,332 better late than never,mauve,warm mauve,,,,,,,warm,,,,,,,,,,,,,,
lipstick,kylie cosmetics matte lip crayon main character,kylie cosmetics,matte lip crayon,main character,mauve,dusty mauve,,,,,,,,,,,,,,,,dusty,,,,,
lipstick,kylie cosmetics matte lip kit head over heels,kylie cosmetics,matte lip kit,head over heels,mauve,deep mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,kylie cosmetics matte liquid lipstick head over heels,kylie cosmetics,matte liquid lipstick,head over heels,mauve,deep mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,kylie cosmetics velvet lip kit mind ya business,kylie cosmetics,velvet lip kit,mind ya business,rose mauve,dusty rose mauve,"https://s2.r29static.com/bin/shop/e21/x,85/2252321/image.webp",,,,,,,,,,,,,,,dusty,,,,,
lipstick,l'oréal colour riche intense volume matte lipstick 143 le mauve indomptable,l'oréal,colour riche intense volume matte lipstick,143 le mauve indomptable,mauve,cool medium mauve,,,,,,,cool,,,,,,medium,,,,,,,,
lipstick,l'oréal colour riche satin lipstick montmartre 129,l'oréal,colour riche satin lipstick,montmartre 129,mauve,neutral light mauve,"https://images.ulta.com/is/image/Ulta/2566786?id=97-aR2&fmt=jpg&fit=constrain,1&wid=196&hei=359&op_sharpen=1&resMode=bilin",,,,,,neutral,,,,,,light,,,,,,,,
lipstick,l'oréal infallible matte resistance liquid lipstick breakfast in bed,l'oréal,infallible matte resistance liquid lipstick,105 breakfast in bed,mauve,light medium mauve,,,,,,,,,,,,,light,medium,,,,,,,
lipstick,l'oréal infallible matte resistance liquid lipstick 635 worth it medium,l'oréal,infallible matte resistance liquid lipstick,635 worth it medium,mauve,medium dark mauve,,,,,,,,,,,,,medium,dark,,,,,,,
lipstick,lancôme l'absolu lacquer long-lasting liquid lipstick 306 infra rose,lancôme,l'absolu lacquer long-lasting liquid lipstick,306 infra rose,mauve,mauve,https://www.sephora.com/productimages/sku/s2067478-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,,,,
lipstick,lancôme l'absolu lacquer long-lasting liquid lipstick 308 let me shine,lancôme,l'absolu lacquer long-lasting liquid lipstick,308 let me shine,mauve,mauve pearl,https://www.sephora.com/productimages/sku/s2067460-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,pearl,,,
lipstick,lancôme l'absolu lacquer long-lasting liquid lipstick 356 rose fugace,lancôme,l'absolu lacquer long-lasting liquid lipstick,356 rose fugace,berry mauve,berry mauve,https://www.sephora.com/productimages/sku/s2067437-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,,,,
lipstick,lancôme l'absolu rouge cream lipstick 387 crushed rose,lancôme,l'absolu rouge cream lipstick,387 crushed rose,rose mauve,cool rosy mauve,,,,,,,cool,,,,,,,,,,,,,,
lipstick,lancôme l'absolu rouge drama matte lipstick 410 impertinence,lancôme,l'absolu rouge drama matte lipstick,410 impertinence,mauve,cool toasted mauve,,,,,,,cool,,,,toasted,,,,,,,,,,
lipstick,laura mercier rouge essentiel silky cream lipstick mauve merveilleux,laura mercier,rouge essentiel silky cream lipstick,mauve merveilleux,mauve,mauve,https://www.sephora.com/productimages/sku/s2216356-main-zoom.jpg?imwidth=48,,,,,,,,,,,,,,,,,,,,
lipstick,laura mercier rouge essentiel silky cream lipstick rose mauve,laura mercier,rouge essentiel silky cream lipstick,rose mauve,mauve,dirty mauve,https://www.sephora.com/productimages/sku/s2216349-main-zoom.jpg?imwidth=48,,,,,,,,,,,,,,,dirty,,,,,
lipstick,lawless forget the filler lip-plumping line-smoothing satin cream lipstick minx,lawless,forget the filler lip-plumping line-smoothing satin cream lipstick,minx,mauve,rich warm mauve,,,TRUE,,,,warm,,,,,,rich,,,,,,,,
lipstick,lawless forget the filler lip-plumping line-smoothing tinted lip balm posey,lawless,forget the filler lip-plumping line-smoothing tinted lip balm,posey,rose mauve,rosy mauve,,,TRUE,,,,,,,,,,,,,,,,,,
lipstick,lime crime matte velvetine lipstick gigi,lime crime,matte velvetine lipstick,gigi,taupe mauve,taupe mauve,"https://images.ulta.com/is/image/Ulta/2520568?id=myoar0&fmt=jpg&fit=constrain,1&wid=147&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,lime crime matte velvetine lipstick trinity,lime crime,matte velvetine lipstick,trinity,violet mauve,violet mauve,"https://images.ulta.com/is/image/Ulta/2546220?id=cR-aP3&fmt=jpg&fit=constrain,1&wid=148&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,lime crime plushies liquid lipstick milk tea,lime crime,plushies liquid lipstick,milk tea,mauve,sheer mauve,"https://images.ulta.com/is/image/Ulta/2526431?id=eAoaY2&fmt=jpg&fit=constrain,1&wid=167&hei=360&op_sharpen=1&resMode=bilin",,,,,,,sheer,,,,,,,,,,,,,
lipstick,lipstick queen lipdulgence lip powder mauve macaron,lipstick queen,lipdulgence lip powder,mauve macaron,mauve,true mauve,"https://images.ulta.com/is/image/Ulta/2548948?id=Vw9ah3&fmt=jpg&fit=constrain,1&wid=232&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,true,,,,,,,,,,
lipstick,lisa eldridge makeup true velvet lip colour velvet sorcery,lisa eldridge makeup,true velvet lip colour,velvet sorcery,mauve,medium dusky clay rose / cool-toned mauve,,,,,,,cool,,,,,,medium,,,dusky,,,,,
lipstick,live tinted huelip liquid lip creme strong,live tinted,huelip liquid lip creme,strong,mauve,mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,lorac pro satin lip color blush,lorac,pro satin lip color,blush,nude mauve,nude mauve,https://m.media-amazon.com/images/W/MEDIAX_849526-T2/images/I/71gfYSJTcgL._SX522_.jpg,,,,,,,,,,,,,,,,,,,,
lipstick,lys beauty speak love moisture matte lipstick moody,lys beauty,speak love moisture matte lipstick,moody,mauve,warm mauve,,,TRUE,TRUE,,,warm,,,,,,,,,,,,,,
lipstick,mac cosmetics frost lipstick fabby,mac cosmetics,frost lipstick,fabby,mauve,mauve w/ gold pearl,https://www.maccosmetics.com/media/export/cms/products/640x600/mac_sku_SK5HAL_640x600_0.jpg,,,,,,,,,,,,,,,,,gold pearl,,,
lipstick,mac cosmetics locked kiss ink lipstick upgraded,mac cosmetics,locked kiss ink lipstick,upgraded,lavender mauve,light lavender mauve,,,,,,,,,,,,,light,,,,,,,,
lipstick,mac cosmetics lustre lipstick midimauve,mac cosmetics,lustre lipstick,midimauve,rose mauve,rosy mauve w/ pearl,"https://images.ulta.com/is/image/Ulta/2510526?id=mqTaQ1&fmt=jpg&fit=constrain,1&wid=91&hei=358&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,pearl,,,
lipstick,mac cosmetics m·a·cximal silky matte lipstick soar,mac cosmetics,m·a·cximal silky matte lipstick,soar,mauve,midtone cool mauve,,,,,,,cool,,,,,,midtone,,,,,,,,
lipstick,mac cosmetics powder kiss velvet blur slim stick rose mary,mac cosmetics,powder kiss velvet blur slim stick,rose mary,mauve,soft mauve,,,,,,,,,,,,,soft,,,,,,,,
lipstick,mac cosmetics viva glam lipstick viva glam ii,mac cosmetics,viva glam lipstick,viva glam ii,pink beige mauve,creamy subdued pinkish-beige mauve,"https://images.ulta.com/is/image/Ulta/2510444?id=v0Ear3&fmt=jpg&fit=constrain,1&wid=91&hei=359&op_sharpen=1&resMode=bilin",,,,,,,creamy,,,,,,,,subdued,,,,,
lipstick,make beauty serum balm intense pigmented lip emollient magnetic mauve,make beauty,serum balm intense pigmented lip emollient,magnetic mauve,mauve,classic mauve,,,,,,,,,,,classic,,,,,,,,,,
lipstick,make up for ever rouge artist for ever matte 24hr longwear liquid lipstick 242 blossom for eternity,make up for ever,rouge artist for ever matte 24hr longwear liquid lipstick,242 blossom for eternity,mauve,muted mauve,,,,,,,,,,,,,,,,muted,,,,,
lipstick,make up for ever rouge artist lipstick 110 fearless valentine,make up for ever,rouge artist lipstick,110 fearless valentine,mauve,muted mauve,https://www.sephora.com/productimages/sku/s2312528-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,muted,,,,,
lipstick,make up for ever rouge artist lipstick 414 rockin' rust,make up for ever,rouge artist lipstick,414 rockin' rust,mauve,deep mauve,https://www.sephora.com/productimages/sku/s2312882-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,deep,,,,,,,,
lipstick,makeup by mario ultra suede lipstick jesse,makeup by mario,ultra suede lipstick,jesse,pink mauve brown,pink mauvey brown,,,,,,,,,,,,,,,,,,,,,
lipstick,makeup by mario ultra suede lipstick lucia,makeup by mario,ultra suede lipstick,lucia,berry mauve,berry mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,maybelline superstay ink crayon lipstick stay exceptional,maybelline,superstay ink crayon lipstick,stay exceptional,purple mauve,purple mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,maybelline superstay matte ink lip color dreamer,maybelline,superstay matte ink lip color,dreamer,mauve,dusty mauve,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/xJTS2nQmDPn7m1uvUili/pub/EUzdK1u75GcYbtB8PbLx.webp,,,,,,,,,,,,,,,dusty,,,,,
lipstick,maybelline superstay matte ink lip color revolutionary,maybelline,superstay matte ink lip color,revolutionary,mauve,midtone mauve,"https://images.ulta.com/is/image/Ulta/2558102?id=TsQaz2&fmt=jpg&fit=constrain,1&wid=146&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,midtone,,,,,,,,
lipstick,maybelline superstay vinyl ink liquid lipcolor 110 awestruck,maybelline,superstay vinyl ink liquid lipcolor,110 awestruck,mauve,medium dusty mauve,,,,,,,,,,,,,medium,,,dusty,,,,,
lipstick,maybelline superstay vinyl ink liquid lipcolor 40 witty,maybelline,superstay vinyl ink liquid lipcolor,40 witty,mauve,true mauve,https://target.scene7.com/is/image/Target/GUEST_a7bc4bd4-8be1-489f-a7b5-dae80c67427f?wid=1200&hei=1200&qlt=80&fmt=webp,,,,,,,,,,true,,,,,,,,,,
lipstick,maybelline superstay vinyl ink liquid lipcolor coy,maybelline,superstay vinyl ink liquid lipcolor,coy,rose mauve,dusty rose mauve,,,,,,,,,,,,,,,,dusty,,,,,
lipstick,melt cosmetics liquid lipstick janice,melt cosmetics,liquid lipstick,janice,mauve,victorian mauve,https://www.sephora.com/productimages/sku/s2229052-main-zoom.jpg?imwidth=48,,,,,,,,,,victorian,,,,,,,,,,
lipstick,merit signature lip lightweight matte lipstick maison,merit,signature lip lightweight matte lipstick,maison,mauve,mauve,,,TRUE,,,,,,,,,,,,,,,,,,
lipstick,milani stay put matte lip crayon 130 crazy for you,milani,stay put matte lip crayon,130 crazy for you,rose mauve,rosy mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,milk makeup lip color hype,milk makeup,lip color,hype,mauve,cool smoky mauve,https://www.sephora.com/productimages/sku/s2169332-main-zoom.jpg?imwidth=48,,,,,,cool,,,,,,,,,smoky,,,,,
lipstick,milk makeup lip color low key,milk makeup,lip color,low key,mauve,cool pale mauve,https://www.sephora.com/productimages/sku/s2169308-main-zoom.jpg?imwidth=48,,,,,,cool,,,,,,pale,,,,,,,,
lipstick,mineral fusion lipstick inspire,mineral fusion,lipstick,inspire,mauve,mauve,https://www.mineralfusion.com/cdn/shop/products/1054021_MF_Lipstick_Inspire_840187703697_w_pack_1200x1200.jpg?v=1651704036,,,,,,,,,,,,,,,,,,,,
lipstick,mineral fusion lipstick molten,mineral fusion,lipstick,molten,nude mauve,nude mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,mob beauty soft matte lipstick m93,mob beauty,soft matte lipstick,m93,rose mauve,rosey mauve,https://mobbeauty.com/cdn/shop/products/MOB_SWATCH_MLS-shade1.jpg?v=1700596036,,TRUE,,,,,,,,,,,,,,,,,,
lipstick,morphe cream lipstick hey sugar,morphe,cream lipstick,hey sugar,mauve,rich mauve,,,,,,,,,,,,,rich,,,,,,,,
lipstick,morphe cream lipstick rebound,morphe,cream lipstick,rebound,rose mauve,rosy mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,morphe matte lipstick fling,morphe,matte lipstick,fling,mauve,warm mauve,,,,,,,warm,,,,,,,,,,,,,,
lipstick,morphe matte liquid lipstick jealousy,morphe,matte liquid lipstick,jealousy,mauve,muted mauve,https://www.morphe.com/cdn/shop/products/MatteLiquidLip_PDP_2_JEALOUSY_1400x@2x.jpg?v=1632456102,,,,,,,,,,,,,,,muted,,,,,
lipstick,morphe mega matte nude lipstick boy toy,morphe,mega matte nude lipstick,boy toy,mauve,cool mauve,,,,,,,cool,,,,,,,,,,,,,,
lipstick,morphe soulmatte velvet lip mousse whipped,morphe,soulmatte velvet lip mousse,whipped,mauve,muted mauve,,,,,,,,,,,,,,,,muted,,,,,
lipstick,motives cosmetics motives liquid lipstick savage,motives cosmetics,motives liquid lipstick,savage,mauve,neutral medium mauve,,,,,,,neutral,,,,,,medium,,,,,,,,
lipstick,mua makeup academy velvet matte long-wear liquid lip hush,mua makeup academy,velvet matte long-wear liquid lip,hush,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,nabla beyond blurry lipstick dea,nabla,beyond blurry lipstick,dea,rose mauve,medium rosy mauve,,,,,,,,,,,,,medium,,,,,,,,
lipstick,nabla beyond jelly lipstick dea,nabla,beyond jelly lipstick,dea,rose mauve,medium rosy mauve,,,,,,,,,,,,,medium,,,,,,,,
lipstick,nabla matte pleasure lipstick naked mauve,nabla,matte pleasure lipstick,naked mauve,mauve,muted mauve,,,,,,,,,,,,,,,,muted,,,,,
lipstick,nars air matte liquid lipstick chaser,nars,air matte liquid lipstick,chaser,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2573409?id=04nbO2&fmt=jpg&fit=constrain,1&wid=177&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,nars lipstick catfight,nars,lipstick,catfight,nude mauve,nude mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,nars lipstick hot kiss,nars,lipstick,hot kiss,mauve,matte dusty mauve,,,,,,,,matte,,,,,,,,dusty,,,,,
lipstick,nars powermatte lip pigment save the queen,nars,powermatte lip pigment,save the queen,mauve,dusty mauve,"https://images.ulta.com/is/image/Ulta/2515857?id=ls2aV0&fmt=jpg&fit=constrain,1&wid=174&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,dusty,,,,,
lipstick,nars powermatte long-lasting lipstick thunder kiss 115,nars,powermatte long-lasting lipstick,thunder kiss 115,mauve,soft mauve,,,,,,,,,,,,,soft,,,,,,,,
lipstick,natasha denona i need a nude lipstick 23p averyl,natasha denona,i need a nude lipstick,23p averyl,mauve,mauve,https://www.sephora.com/productimages/sku/s2243285-main-zoom.jpg?imwidth=48,,,,,,,,,,,,,,,,,,,,
lipstick,natasha denona i need a nude lipstick 5b nati,natasha denona,i need a nude lipstick,5b nati,mauve,deep mauve,https://www.sephora.com/productimages/sku/s2243194-main-zoom.jpg?imwidth=48,,,,,,,,,,,,deep,,,,,,,,
lipstick,nude envie lipstick cool,nude envie,lipstick,cool,mauve,mauve-y and sheer shade,,,,,,,,sheer,,,,,,,,,,,,,
lipstick,nudestix intense matte lip + cheek pencil belle,nudestix,intense matte lip + cheek pencil,belle,rose mauve,cool toned rosy mauve with matte finish,,,TRUE,,,,cool,matte,,,,,,,,,,,,,
lipstick,nudestix nude plumping lip glace nude 04,nudestix,nude plumping lip glace,nude 04,rose mauve,cool toned rosy mauve with glossy finish,https://www.sephora.com/productimages/sku/s2228781-main-zoom.jpg?imwidth=48,,,,,,cool,glossy,,,,,,,,,,,,,
lipstick,nyx professional makeup lip lingerie matte liquid lipstick bustier,nyx professional makeup,lip lingerie matte liquid lipstick,bustier,mauve,dusty mauve,"https://images.ulta.com/is/image/Ulta/2502017?id=7lFaI1&fmt=jpg&fit=constrain,1&wid=122&hei=361&op_sharpen=1&resMode=bilin",,,TRUE,,,,,,,,,,,,dusty,,,,,
lipstick,nyx professional makeup lip lingerie xxl long-lasting matte liquid lipstick pushed up,nyx professional makeup,lip lingerie xxl long-lasting matte liquid lipstick,pushed up,purple mauve,purple mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipstick,nyx professional makeup shine loud vegan high shine long-lasting liquid lipstick magic maker,nyx professional makeup,shine loud vegan high shine long-lasting liquid lipstick,magic maker,nude mauve,dusty nude mauve,,,,TRUE,,,,,,,,,,,,dusty,,,,,
lipstick,nyx professional makeup shine loud vegan high shine long-lasting liquid lipstick overnight hero,nyx professional makeup,shine loud vegan high shine long-lasting liquid lipstick,overnight hero,mauve,cool toned mauve,,,,TRUE,,,cool,,,,,,,,,,,,,,
lipstick,nyx professional makeup smooth whip blurring matte lip cream 18 onesie funsie,nyx professional makeup,smooth whip blurring matte lip cream,18 onesie funsie,mauve,warm mauve,,,,TRUE,,,warm,,,,,,,,,,,,,,
lipstick,nyx professional makeup soft matte lip cream budapest,nyx professional makeup,soft matte lip cream,budapest,red mauve,deep mauve with red undertone,"https://images.ulta.com/is/image/Ulta/2297511?id=A3Zay0&fmt=jpg&fit=constrain,1&wid=155&hei=360&op_sharpen=1&resMode=bilin",,,TRUE,,,red,,,,,,deep,,,,,,,,
lipstick,nyx professional makeup soft matte lip cream cannes,nyx professional makeup,soft matte lip cream,cannes,mauve,matte muted mauve,"https://images.ulta.com/is/image/Ulta/2268526?id=CrGaM3&fmt=jpg&fit=constrain,1&wid=157&hei=361&op_sharpen=1&resMode=bilin",,,TRUE,,,,matte,,,,,,,,muted,,,,,
lipstick,ogee full bloom sculpted lipstick amnesia,ogee,full bloom sculpted lipstick,amnesia,blackberry mauve,blackberry mauve,https://cdn.shopify.com/s/files/1/0007/9858/8989/products/ogee_lipstick_amnesia-_1_750x.jpg?v=1660833703,,,,,,,,,,,,,,,,,,,,
lipstick,pat mcgrath labs blitztrance lipstick lady stardust,pat mcgrath labs,blitztrance lipstick,lady stardust,rose mauve,shimmer light rose mauve with champagne sheen,https://www.sephora.com/productimages/sku/s2226710-main-zoom.jpg?imwidth=48,,,TRUE,,,,shimmer,,,,,light,,,,,champagne,,,
lipstick,pat mcgrath labs blitztrance lipstick skinsane,pat mcgrath labs,blitztrance lipstick,skinsane,golden mauve,shimmer cool mauve with golden sheen,https://www.sephora.com/productimages/sku/s2226736-main-zoom.jpg?imwidth=48,,,TRUE,,,cool,shimmer,,,,,,,,,,golden,,,
lipstick,pat mcgrath labs lust: luxe lip balm nude temptation,pat mcgrath labs,lust: luxe lip balm,nude temptation,nude mauve,warm nude mauve,,,,TRUE,,,warm,,,,,,,,,,,,,,
lipstick,patrick ta major beauty headlines matte suede lipstick seductive,patrick ta,major beauty headlines matte suede lipstick,seductive,mauve,warm mauve,,,,TRUE,,,warm,,,,,,,,,,,,,,
lipstick,patrick ta silky lip creme seductive,patrick ta,silky lip creme,seductive,mauve,warm mauve,,,,TRUE,,,warm,,,,,,,,,,,,,,
