consumer_id,shade_id,skin_tone,consumer_undertone,age_group,hedonic_score
C028,S334,Light,Warm,18-24,8
C028,S410,Light,Warm,18-24,6
C028,S071,Light,Warm,18-24,7
C028,S210,Light,Warm,18-24,5
C028,S064,Light,Warm,18-24,7
C028,S385,Light,Warm,18-24,8
C028,S094,Light,Warm,18-24,4
C028,S486,Light,Warm,18-24,6
C028,S186,Light,Warm,18-24,6
C028,S034,Light,Warm,18-24,6
C028,S078,Light,Warm,18-24,7
C028,S001,Light,Warm,18-24,6
C028,S012,Light,Warm,18-24,8
C028,S416,Light,Warm,18-24,7
C028,S023,Light,Warm,18-24,7
C029,S362,Light,Neutral,25-34,4
C029,S074,Light,Neutral,25-34,7
C029,S375,Light,Neutral,25-34,5
C029,S156,Light,Neutral,25-34,5
C029,S105,Light,Neutral,25-34,7
C029,S395,Light,Neutral,25-34,8
C029,S378,Light,Neutral,25-34,6
C029,S125,Light,Neutral,25-34,6
C029,S069,Light,Neutral,25-34,6
C029,S451,Light,Neutral,25-34,6
C029,S010,Light,Neutral,25-34,7
C029,S195,Light,Neutral,25-34,6
C029,S407,Light,Neutral,25-34,6
C029,S085,Light,Neutral,25-34,7
C029,S372,Light,Neutral,25-34,8
C029,S389,Light,Neutral,25-34,6
C029,S496,Light,Neutral,25-34,8
C029,S031,Light,Neutral,25-34,7
C029,S317,Light,Neutral,25-34,8
C029,S409,Light,Neutral,25-34,7
C029,S491,Light,Neutral,25-34,6
C029,S492,Light,Neutral,25-34,6
C029,S281,Light,Neutral,25-34,7
C029,S357,Light,Neutral,25-34,7
C029,S077,Light,Neutral,25-34,6
C029,S462,Light,Neutral,25-34,6
C029,S498,Light,Neutral,25-34,7
C029,S212,Light,Neutral,25-34,5
C029,S102,Light,Neutral,25-34,6
C029,S335,Light,Neutral,25-34,7
C029,S476,Light,Neutral,25-34,8
C029,S337,Light,Neutral,25-34,7
C029,S441,Light,Neutral,25-34,7
C029,S174,Light,Neutral,25-34,6
C029,S003,Light,Neutral,25-34,7
C029,S334,Light,Neutral,25-34,7
C029,S410,Light,Neutral,25-34,7
C029,S071,Light,Neutral,25-34,6
C029,S210,Light,Neutral,25-34,7
C029,S064,Light,Neutral,25-34,7
C029,S385,Light,Neutral,25-34,7
C029,S094,Light,Neutral,25-34,6
C029,S486,Light,Neutral,25-34,7
C029,S186,Light,Neutral,25-34,6
C029,S034,Light,Neutral,25-34,7
C029,S078,Light,Neutral,25-34,5
C029,S001,Light,Neutral,25-34,6
C029,S012,Light,Neutral,25-34,9
C029,S416,Light,Neutral,25-34,8
C029,S023,Light,Neutral,25-34,5
C030,S362,Medium,Warm,18-24,6
C030,S074,Medium,Warm,18-24,5
C030,S375,Medium,Warm,18-24,7
C030,S156,Medium,Warm,18-24,7
C030,S105,Medium,Warm,18-24,6
C030,S395,Medium,Warm,18-24,5
C030,S378,Medium,Warm,18-24,5
C030,S125,Medium,Warm,18-24,5
C030,S069,Medium,Warm,18-24,7
C030,S451,Medium,Warm,18-24,7
C030,S010,Medium,Warm,18-24,4
C030,S195,Medium,Warm,18-24,4
C030,S407,Medium,Warm,18-24,5
C030,S085,Medium,Warm,18-24,7
C030,S372,Medium,Warm,18-24,7
C030,S389,Medium,Warm,18-24,6
C030,S496,Medium,Warm,18-24,4
C030,S031,Medium,Warm,18-24,3
C030,S317,Medium,Warm,18-24,9
C030,S409,Medium,Warm,18-24,3
C030,S491,Medium,Warm,18-24,6
C030,S492,Medium,Warm,18-24,5
C030,S281,Medium,Warm,18-24,7
C030,S357,Medium,Warm,18-24,3
C030,S077,Medium,Warm,18-24,7
C030,S462,Medium,Warm,18-24,8
C030,S498,Medium,Warm,18-24,4
C030,S212,Medium,Warm,18-24,5
C030,S102,Medium,Warm,18-24,4
C030,S335,Medium,Warm,18-24,6
C030,S476,Medium,Warm,18-24,6
C030,S337,Medium,Warm,18-24,6
C030,S441,Medium,Warm,18-24,6
C030,S174,Medium,Warm,18-24,6
C030,S003,Medium,Warm,18-24,5
C030,S334,Medium,Warm,18-24,8
C030,S410,Medium,Warm,18-24,4
C030,S071,Medium,Warm,18-24,6
C030,S210,Medium,Warm,18-24,7
C030,S064,Medium,Warm,18-24,7
C030,S385,Medium,Warm,18-24,9
C030,S094,Medium,Warm,18-24,8
C030,S486,Medium,Warm,18-24,5
C030,S186,Medium,Warm,18-24,5
C030,S034,Medium,Warm,18-24,6
C030,S078,Medium,Warm,18-24,7
C030,S001,Medium,Warm,18-24,7
C030,S012,Medium,Warm,18-24,6
C030,S416,Medium,Warm,18-24,5
C030,S023,Medium,Warm,18-24,7
C031,S362,Tan,Cool,25-34,7
C031,S074,Tan,Cool,25-34,5
C031,S375,Tan,Cool,25-34,6
C031,S156,Tan,Cool,25-34,7
C031,S105,Tan,Cool,25-34,6
C031,S395,Tan,Cool,25-34,4
C031,S378,Tan,Cool,25-34,7
C031,S125,Tan,Cool,25-34,7
C031,S069,Tan,Cool,25-34,6
C031,S451,Tan,Cool,25-34,7
C031,S010,Tan,Cool,25-34,4
C031,S195,Tan,Cool,25-34,7
C031,S407,Tan,Cool,25-34,7
C031,S085,Tan,Cool,25-34,6
C031,S372,Tan,Cool,25-34,6
C031,S389,Tan,Cool,25-34,5
C031,S496,Tan,Cool,25-34,3
C031,S031,Tan,Cool,25-34,7
C031,S317,Tan,Cool,25-34,6
C031,S409,Tan,Cool,25-34,6
C031,S491,Tan,Cool,25-34,5
C031,S492,Tan,Cool,25-34,4
C031,S281,Tan,Cool,25-34,5
C031,S357,Tan,Cool,25-34,7
C031,S077,Tan,Cool,25-34,6
C031,S462,Tan,Cool,25-34,5
C031,S498,Tan,Cool,25-34,5
C031,S212,Tan,Cool,25-34,8
C031,S102,Tan,Cool,25-34,5
C031,S335,Tan,Cool,25-34,5
C031,S476,Tan,Cool,25-34,3
C031,S337,Tan,Cool,25-34,6
C031,S441,Tan,Cool,25-34,5
C031,S174,Tan,Cool,25-34,5
C031,S003,Tan,Cool,25-34,6
C031,S334,Tan,Cool,25-34,6
C031,S410,Tan,Cool,25-34,4
C031,S071,Tan,Cool,25-34,7
C031,S210,Tan,Cool,25-34,7
C031,S064,Tan,Cool,25-34,6
C031,S385,Tan,Cool,25-34,5
C031,S094,Tan,Cool,25-34,6
C031,S486,Tan,Cool,25-34,7
C031,S186,Tan,Cool,25-34,6
C031,S034,Tan,Cool,25-34,8
C031,S078,Tan,Cool,25-34,7
C031,S001,Tan,Cool,25-34,5
C031,S012,Tan,Cool,25-34,4
C031,S416,Tan,Cool,25-34,7
C031,S023,Tan,Cool,25-34,6
C032,S362,Medium,Warm,25-34,6
C032,S074,Medium,Warm,25-34,8
C032,S375,Medium,Warm,25-34,7
C032,S156,Medium,Warm,25-34,5
C032,S105,Medium,Warm,25-34,7
C032,S395,Medium,Warm,25-34,4
C032,S378,Medium,Warm,25-34,5
C032,S125,Medium,Warm,25-34,9
C032,S069,Medium,Warm,25-34,8
C032,S451,Medium,Warm,25-34,7
C032,S010,Medium,Warm,25-34,5
C032,S195,Medium,Warm,25-34,5
C032,S407,Medium,Warm,25-34,5
C032,S085,Medium,Warm,25-34,7
C032,S372,Medium,Warm,25-34,6
C032,S389,Medium,Warm,25-34,6
C032,S496,Medium,Warm,25-34,7
C032,S031,Medium,Warm,25-34,5
C032,S317,Medium,Warm,25-34,6
C032,S409,Medium,Warm,25-34,5
C032,S491,Medium,Warm,25-34,6
C032,S492,Medium,Warm,25-34,7
C032,S281,Medium,Warm,25-34,7
C032,S357,Medium,Warm,25-34,5
C032,S077,Medium,Warm,25-34,7
C032,S462,Medium,Warm,25-34,5
C032,S498,Medium,Warm,25-34,5
C032,S212,Medium,Warm,25-34,5
C032,S102,Medium,Warm,25-34,4
C032,S335,Medium,Warm,25-34,7
C032,S476,Medium,Warm,25-34,7
C032,S337,Medium,Warm,25-34,6
C032,S441,Medium,Warm,25-34,6
C032,S174,Medium,Warm,25-34,5
C032,S003,Medium,Warm,25-34,5
C032,S334,Medium,Warm,25-34,8
C032,S410,Medium,Warm,25-34,4
C032,S071,Medium,Warm,25-34,6
C032,S210,Medium,Warm,25-34,6
C032,S064,Medium,Warm,25-34,6
C032,S385,Medium,Warm,25-34,9
C032,S094,Medium,Warm,25-34,6
C032,S486,Medium,Warm,25-34,6
C032,S186,Medium,Warm,25-34,6
C032,S034,Medium,Warm,25-34,5
C032,S078,Medium,Warm,25-34,6
C032,S001,Medium,Warm,25-34,4
C032,S012,Medium,Warm,25-34,5
C032,S416,Medium,Warm,25-34,6
C032,S023,Medium,Warm,25-34,7
C033,S362,Deep,Neutral,25-34,6
C033,S074,Deep,Neutral,25-34,5
C033,S375,Deep,Neutral,25-34,7
C033,S156,Deep,Neutral,25-34,5
C033,S105,Deep,Neutral,25-34,9
C033,S395,Deep,Neutral,25-34,4
C033,S378,Deep,Neutral,25-34,5
C033,S125,Deep,Neutral,25-34,6
C033,S069,Deep,Neutral,25-34,6
C033,S451,Deep,Neutral,25-34,5
C033,S010,Deep,Neutral,25-34,4
C033,S195,Deep,Neutral,25-34,4
C033,S407,Deep,Neutral,25-34,7
C033,S085,Deep,Neutral,25-34,7
C033,S372,Deep,Neutral,25-34,8
C033,S389,Deep,Neutral,25-34,6
C033,S496,Deep,Neutral,25-34,6
C033,S031,Deep,Neutral,25-34,5
C033,S317,Deep,Neutral,25-34,6
C033,S409,Deep,Neutral,25-34,7
C033,S491,Deep,Neutral,25-34,5
C033,S492,Deep,Neutral,25-34,6
C033,S281,Deep,Neutral,25-34,6
C033,S357,Deep,Neutral,25-34,6
C033,S077,Deep,Neutral,25-34,7
C033,S462,Deep,Neutral,25-34,5
C033,S498,Deep,Neutral,25-34,5
C033,S212,Deep,Neutral,25-34,5
C033,S102,Deep,Neutral,25-34,5
C033,S335,Deep,Neutral,25-34,7
C033,S476,Deep,Neutral,25-34,5
C033,S337,Deep,Neutral,25-34,6
C033,S441,Deep,Neutral,25-34,6
C033,S174,Deep,Neutral,25-34,7
C033,S003,Deep,Neutral,25-34,6
C033,S334,Deep,Neutral,25-34,5
C033,S410,Deep,Neutral,25-34,4
C033,S071,Deep,Neutral,25-34,6
C033,S210,Deep,Neutral,25-34,7
C033,S064,Deep,Neutral,25-34,5
C033,S385,Deep,Neutral,25-34,6
C033,S094,Deep,Neutral,25-34,7
C033,S486,Deep,Neutral,25-34,4
C033,S186,Deep,Neutral,25-34,6
C033,S034,Deep,Neutral,25-34,5
C033,S078,Deep,Neutral,25-34,6
C033,S001,Deep,Neutral,25-34,7
C033,S012,Deep,Neutral,25-34,7
C033,S416,Deep,Neutral,25-34,7
C033,S023,Deep,Neutral,25-34,5
C034,S362,Fair,Neutral,35-44,5
C034,S074,Fair,Neutral,35-44,3
C034,S375,Fair,Neutral,35-44,6
C034,S156,Fair,Neutral,35-44,7
C034,S105,Fair,Neutral,35-44,7
C034,S395,Fair,Neutral,35-44,7
C034,S378,Fair,Neutral,35-44,4
C034,S125,Fair,Neutral,35-44,5
C034,S069,Fair,Neutral,35-44,6
C034,S451,Fair,Neutral,35-44,6
C034,S010,Fair,Neutral,35-44,7
C034,S195,Fair,Neutral,35-44,4
C034,S407,Fair,Neutral,35-44,4
C034,S085,Fair,Neutral,35-44,4
C034,S372,Fair,Neutral,35-44,8
C034,S389,Fair,Neutral,35-44,8
C034,S496,Fair,Neutral,35-44,8
C034,S031,Fair,Neutral,35-44,6
C034,S317,Fair,Neutral,35-44,7
C034,S409,Fair,Neutral,35-44,6
C034,S491,Fair,Neutral,35-44,7
C034,S492,Fair,Neutral,35-44,6
C034,S281,Fair,Neutral,35-44,6
C034,S357,Fair,Neutral,35-44,4
C034,S077,Fair,Neutral,35-44,3
C034,S462,Fair,Neutral,35-44,7
C034,S498,Fair,Neutral,35-44,7
C034,S212,Fair,Neutral,35-44,4
C034,S102,Fair,Neutral,35-44,6
C034,S335,Fair,Neutral,35-44,7
C034,S476,Fair,Neutral,35-44,8
C034,S337,Fair,Neutral,35-44,9
C034,S441,Fair,Neutral,35-44,5
C034,S174,Fair,Neutral,35-44,6
C034,S003,Fair,Neutral,35-44,5
C034,S334,Fair,Neutral,35-44,7
C034,S410,Fair,Neutral,35-44,6
C034,S071,Fair,Neutral,35-44,5
C034,S210,Fair,Neutral,35-44,6
C034,S064,Fair,Neutral,35-44,7
C034,S385,Fair,Neutral,35-44,9
C034,S094,Fair,Neutral,35-44,6
C034,S486,Fair,Neutral,35-44,7
C034,S186,Fair,Neutral,35-44,3
C034,S034,Fair,Neutral,35-44,6
C034,S078,Fair,Neutral,35-44,6
C034,S001,Fair,Neutral,35-44,8
C034,S012,Fair,Neutral,35-44,6
C034,S416,Fair,Neutral,35-44,6
C034,S023,Fair,Neutral,35-44,5
C035,S362,Tan,Cool,18-24,7
C035,S074,Tan,Cool,18-24,5
C035,S375,Tan,Cool,18-24,5
C035,S156,Tan,Cool,18-24,7
C035,S105,Tan,Cool,18-24,4
C035,S395,Tan,Cool,18-24,6
C035,S378,Tan,Cool,18-24,6
C035,S125,Tan,Cool,18-24,6
C035,S069,Tan,Cool,18-24,4
C035,S451,Tan,Cool,18-24,6
C035,S010,Tan,Cool,18-24,7
C035,S195,Tan,Cool,18-24,4
C035,S407,Tan,Cool,18-24,7
C035,S085,Tan,Cool,18-24,6
C035,S372,Tan,Cool,18-24,7
C035,S389,Tan,Cool,18-24,6
C035,S496,Tan,Cool,18-24,5
C035,S031,Tan,Cool,18-24,6
C035,S317,Tan,Cool,18-24,5
C035,S409,Tan,Cool,18-24,6
C035,S491,Tan,Cool,18-24,6
C035,S492,Tan,Cool,18-24,5
C035,S281,Tan,Cool,18-24,6
C035,S357,Tan,Cool,18-24,6
C035,S077,Tan,Cool,18-24,5
C035,S462,Tan,Cool,18-24,6
C035,S498,Tan,Cool,18-24,8
C035,S212,Tan,Cool,18-24,6
C035,S102,Tan,Cool,18-24,5
C035,S335,Tan,Cool,18-24,5
C035,S476,Tan,Cool,18-24,5
C035,S337,Tan,Cool,18-24,6
C035,S441,Tan,Cool,18-24,7
C035,S174,Tan,Cool,18-24,6
C035,S003,Tan,Cool,18-24,7
C035,S334,Tan,Cool,18-24,7
C035,S410,Tan,Cool,18-24,6
C035,S071,Tan,Cool,18-24,7
C035,S210,Tan,Cool,18-24,7
C035,S064,Tan,Cool,18-24,6
C035,S385,Tan,Cool,18-24,6
C035,S094,Tan,Cool,18-24,7
C035,S486,Tan,Cool,18-24,7
C035,S186,Tan,Cool,18-24,5
C035,S034,Tan,Cool,18-24,7
C035,S078,Tan,Cool,18-24,5
C035,S001,Tan,Cool,18-24,6
C035,S012,Tan,Cool,18-24,7
C035,S416,Tan,Cool,18-24,7
C035,S023,Tan,Cool,18-24,7
C036,S362,Tan,Cool,35-44,6
C036,S074,Tan,Cool,35-44,5
C036,S375,Tan,Cool,35-44,6
C036,S156,Tan,Cool,35-44,8
C036,S105,Tan,Cool,35-44,7
C036,S395,Tan,Cool,35-44,5
C036,S378,Tan,Cool,35-44,6
C036,S125,Tan,Cool,35-44,6
C036,S069,Tan,Cool,35-44,6
C036,S451,Tan,Cool,35-44,7
C036,S010,Tan,Cool,35-44,7
C036,S195,Tan,Cool,35-44,4
C036,S407,Tan,Cool,35-44,7
C036,S085,Tan,Cool,35-44,6
C036,S372,Tan,Cool,35-44,5
C036,S389,Tan,Cool,35-44,5
C036,S496,Tan,Cool,35-44,8
C036,S031,Tan,Cool,35-44,5
C036,S317,Tan,Cool,35-44,5
C036,S409,Tan,Cool,35-44,7
C036,S491,Tan,Cool,35-44,7
C036,S492,Tan,Cool,35-44,6
C036,S281,Tan,Cool,35-44,6
C036,S357,Tan,Cool,35-44,5
C036,S077,Tan,Cool,35-44,7
C036,S462,Tan,Cool,35-44,8
C036,S498,Tan,Cool,35-44,5
C036,S212,Tan,Cool,35-44,7
C036,S102,Tan,Cool,35-44,7
C036,S335,Tan,Cool,35-44,6
C036,S476,Tan,Cool,35-44,5
C036,S337,Tan,Cool,35-44,6
C036,S441,Tan,Cool,35-44,5
C036,S174,Tan,Cool,35-44,6
C036,S003,Tan,Cool,35-44,5
C036,S334,Tan,Cool,35-44,5
C036,S410,Tan,Cool,35-44,5
C036,S071,Tan,Cool,35-44,6
C036,S210,Tan,Cool,35-44,6
C036,S064,Tan,Cool,35-44,5
C036,S385,Tan,Cool,35-44,6
C036,S094,Tan,Cool,35-44,6
C036,S486,Tan,Cool,35-44,7
C036,S186,Tan,Cool,35-44,6
C036,S034,Tan,Cool,35-44,7
C036,S078,Tan,Cool,35-44,5
C036,S001,Tan,Cool,35-44,5
C036,S012,Tan,Cool,35-44,4
C036,S416,Tan,Cool,35-44,8
C036,S023,Tan,Cool,35-44,8
C037,S362,Deep,Neutral,18-24,6
C037,S074,Deep,Neutral,18-24,6
C037,S375,Deep,Neutral,18-24,8
C037,S156,Deep,Neutral,18-24,7
C037,S105,Deep,Neutral,18-24,8
C037,S395,Deep,Neutral,18-24,4
C037,S378,Deep,Neutral,18-24,6
C037,S125,Deep,Neutral,18-24,8
C037,S069,Deep,Neutral,18-24,8
C037,S451,Deep,Neutral,18-24,5
C037,S010,Deep,Neutral,18-24,5
C037,S195,Deep,Neutral,18-24,4
C037,S407,Deep,Neutral,18-24,7
C037,S085,Deep,Neutral,18-24,5
C037,S372,Deep,Neutral,18-24,7
C037,S389,Deep,Neutral,18-24,6
C037,S496,Deep,Neutral,18-24,5
C037,S031,Deep,Neutral,18-24,7
C037,S317,Deep,Neutral,18-24,6
C037,S409,Deep,Neutral,18-24,7
C037,S491,Deep,Neutral,18-24,4
C037,S492,Deep,Neutral,18-24,5
C037,S281,Deep,Neutral,18-24,4
C037,S357,Deep,Neutral,18-24,5
C037,S077,Deep,Neutral,18-24,9
C037,S462,Deep,Neutral,18-24,4
C037,S498,Deep,Neutral,18-24,7
C037,S212,Deep,Neutral,18-24,5
C037,S102,Deep,Neutral,18-24,5
C037,S335,Deep,Neutral,18-24,5
C037,S476,Deep,Neutral,18-24,7
C037,S337,Deep,Neutral,18-24,7
C037,S441,Deep,Neutral,18-24,5
C037,S174,Deep,Neutral,18-24,5
C037,S003,Deep,Neutral,18-24,6
C037,S334,Deep,Neutral,18-24,4
C037,S410,Deep,Neutral,18-24,5
C037,S071,Deep,Neutral,18-24,8
C037,S210,Deep,Neutral,18-24,8
C037,S064,Deep,Neutral,18-24,6
C037,S385,Deep,Neutral,18-24,7
C037,S094,Deep,Neutral,18-24,7
C037,S486,Deep,Neutral,18-24,5
C037,S186,Deep,Neutral,18-24,6
C037,S034,Deep,Neutral,18-24,6
C037,S078,Deep,Neutral,18-24,7
C037,S001,Deep,Neutral,18-24,4
C037,S012,Deep,Neutral,18-24,6
C037,S416,Deep,Neutral,18-24,6
C037,S023,Deep,Neutral,18-24,5
C038,S362,Medium,Warm,18-24,7
C038,S074,Medium,Warm,18-24,8
C038,S375,Medium,Warm,18-24,7
C038,S156,Medium,Warm,18-24,5
C038,S105,Medium,Warm,18-24,7
C038,S395,Medium,Warm,18-24,5
C038,S378,Medium,Warm,18-24,6
C038,S125,Medium,Warm,18-24,6
C038,S069,Medium,Warm,18-24,7
C038,S451,Medium,Warm,18-24,5
C038,S010,Medium,Warm,18-24,4
C038,S195,Medium,Warm,18-24,4
C038,S407,Medium,Warm,18-24,6
C038,S085,Medium,Warm,18-24,6
C038,S372,Medium,Warm,18-24,7
C038,S389,Medium,Warm,18-24,5
C038,S496,Medium,Warm,18-24,5
C038,S031,Medium,Warm,18-24,4
C038,S317,Medium,Warm,18-24,9
C038,S409,Medium,Warm,18-24,5
C038,S491,Medium,Warm,18-24,4
C038,S492,Medium,Warm,18-24,8
C038,S281,Medium,Warm,18-24,7
C038,S357,Medium,Warm,18-24,4
C038,S077,Medium,Warm,18-24,7
C038,S462,Medium,Warm,18-24,5
C038,S498,Medium,Warm,18-24,6
C038,S212,Medium,Warm,18-24,4
C038,S102,Medium,Warm,18-24,7
C038,S335,Medium,Warm,18-24,5
C038,S476,Medium,Warm,18-24,8
C038,S337,Medium,Warm,18-24,5
C038,S441,Medium,Warm,18-24,7
C038,S174,Medium,Warm,18-24,6
C038,S003,Medium,Warm,18-24,7
C038,S334,Medium,Warm,18-24,6
C038,S410,Medium,Warm,18-24,5
C038,S071,Medium,Warm,18-24,8
C038,S210,Medium,Warm,18-24,6
C038,S064,Medium,Warm,18-24,7
C038,S385,Medium,Warm,18-24,7
C038,S094,Medium,Warm,18-24,7
C038,S486,Medium,Warm,18-24,7
C038,S186,Medium,Warm,18-24,4
C038,S034,Medium,Warm,18-24,5
C038,S078,Medium,Warm,18-24,7
C038,S001,Medium,Warm,18-24,7
C038,S012,Medium,Warm,18-24,7
C038,S416,Medium,Warm,18-24,5
C038,S023,Medium,Warm,18-24,7
C039,S362,Medium,Neutral,25-34,5
C039,S074,Medium,Neutral,25-34,5
C039,S375,Medium,Neutral,25-34,5
C039,S156,Medium,Neutral,25-34,8
C039,S105,Medium,Neutral,25-34,7
C039,S395,Medium,Neutral,25-34,6
C039,S378,Medium,Neutral,25-34,5
C039,S125,Medium,Neutral,25-34,5
C039,S069,Medium,Neutral,25-34,7
C039,S451,Medium,Neutral,25-34,7
C039,S010,Medium,Neutral,25-34,6
C039,S195,Medium,Neutral,25-34,6
C039,S407,Medium,Neutral,25-34,7
C039,S085,Medium,Neutral,25-34,5
C039,S372,Medium,Neutral,25-34,9
C039,S389,Medium,Neutral,25-34,8
C039,S496,Medium,Neutral,25-34,6
C039,S031,Medium,Neutral,25-34,5
C039,S317,Medium,Neutral,25-34,7
C039,S409,Medium,Neutral,25-34,7
C039,S491,Medium,Neutral,25-34,7
C039,S492,Medium,Neutral,25-34,6
C039,S281,Medium,Neutral,25-34,7
C039,S357,Medium,Neutral,25-34,4
C039,S077,Medium,Neutral,25-34,5
C039,S462,Medium,Neutral,25-34,6
C039,S498,Medium,Neutral,25-34,7
C039,S212,Medium,Neutral,25-34,5
C039,S102,Medium,Neutral,25-34,6
C039,S335,Medium,Neutral,25-34,5
C039,S476,Medium,Neutral,25-34,6
C039,S337,Medium,Neutral,25-34,7
C039,S441,Medium,Neutral,25-34,7
C039,S174,Medium,Neutral,25-34,6
C039,S003,Medium,Neutral,25-34,5
C039,S334,Medium,Neutral,25-34,6
C039,S410,Medium,Neutral,25-34,6
C039,S071,Medium,Neutral,25-34,6
C039,S210,Medium,Neutral,25-34,6
C039,S064,Medium,Neutral,25-34,7
C039,S385,Medium,Neutral,25-34,7
C039,S094,Medium,Neutral,25-34,6
C039,S486,Medium,Neutral,25-34,7
C039,S186,Medium,Neutral,25-34,6
C039,S034,Medium,Neutral,25-34,8
C039,S078,Medium,Neutral,25-34,5
C039,S001,Medium,Neutral,25-34,6
C039,S012,Medium,Neutral,25-34,8
C039,S416,Medium,Neutral,25-34,5
C039,S023,Medium,Neutral,25-34,6
C040,S362,Deep,Neutral,18-24,8
C040,S074,Deep,Neutral,18-24,7
C040,S375,Deep,Neutral,18-24,7
C040,S156,Deep,Neutral,18-24,5
C040,S105,Deep,Neutral,18-24,8
C040,S395,Deep,Neutral,18-24,5
C040,S378,Deep,Neutral,18-24,5
C040,S125,Deep,Neutral,18-24,6
C040,S069,Deep,Neutral,18-24,6
C040,S451,Deep,Neutral,18-24,7
C040,S010,Deep,Neutral,18-24,5
C040,S195,Deep,Neutral,18-24,6
C040,S407,Deep,Neutral,18-24,8
C040,S085,Deep,Neutral,18-24,7
C040,S372,Deep,Neutral,18-24,7
C040,S389,Deep,Neutral,18-24,8
C040,S496,Deep,Neutral,18-24,6
C040,S031,Deep,Neutral,18-24,7
C040,S317,Deep,Neutral,18-24,7
C040,S409,Deep,Neutral,18-24,7
C040,S491,Deep,Neutral,18-24,6
C040,S492,Deep,Neutral,18-24,7
C040,S281,Deep,Neutral,18-24,6
C040,S357,Deep,Neutral,18-24,5
C040,S077,Deep,Neutral,18-24,6
C040,S462,Deep,Neutral,18-24,6
C040,S498,Deep,Neutral,18-24,6
C040,S212,Deep,Neutral,18-24,6
C040,S102,Deep,Neutral,18-24,5
C040,S335,Deep,Neutral,18-24,6
C040,S476,Deep,Neutral,18-24,5
C040,S337,Deep,Neutral,18-24,5
C040,S441,Deep,Neutral,18-24,8
C040,S174,Deep,Neutral,18-24,7
C040,S003,Deep,Neutral,18-24,5
C040,S334,Deep,Neutral,18-24,6
C040,S410,Deep,Neutral,18-24,6
C040,S071,Deep,Neutral,18-24,7
C040,S210,Deep,Neutral,18-24,7
C040,S064,Deep,Neutral,18-24,7
C040,S385,Deep,Neutral,18-24,6
C040,S094,Deep,Neutral,18-24,5
C040,S486,Deep,Neutral,18-24,7
C040,S186,Deep,Neutral,18-24,7
C040,S034,Deep,Neutral,18-24,8
C040,S078,Deep,Neutral,18-24,7
C040,S001,Deep,Neutral,18-24,6
C040,S012,Deep,Neutral,18-24,6
C040,S416,Deep,Neutral,18-24,6
C040,S023,Deep,Neutral,18-24,4
C041,S362,Medium,Neutral,35-44,4
C041,S074,Medium,Neutral,35-44,4
C041,S375,Medium,Neutral,35-44,6
C041,S156,Medium,Neutral,35-44,5
C041,S105,Medium,Neutral,35-44,6
C041,S395,Medium,Neutral,35-44,6
C041,S378,Medium,Neutral,35-44,5
C041,S125,Medium,Neutral,35-44,5
C041,S069,Medium,Neutral,35-44,6
C041,S451,Medium,Neutral,35-44,7
C041,S010,Medium,Neutral,35-44,6
C041,S195,Medium,Neutral,35-44,4
C041,S407,Medium,Neutral,35-44,6
C041,S085,Medium,Neutral,35-44,6
C041,S372,Medium,Neutral,35-44,7
C041,S389,Medium,Neutral,35-44,6
C041,S496,Medium,Neutral,35-44,7
C041,S031,Medium,Neutral,35-44,5
C041,S317,Medium,Neutral,35-44,7
C041,S409,Medium,Neutral,35-44,6
C041,S491,Medium,Neutral,35-44,6
C041,S492,Medium,Neutral,35-44,5
C041,S281,Medium,Neutral,35-44,6
C041,S357,Medium,Neutral,35-44,5
C041,S077,Medium,Neutral,35-44,6
C041,S462,Medium,Neutral,35-44,7
C041,S498,Medium,Neutral,35-44,8
C041,S212,Medium,Neutral,35-44,6
C041,S102,Medium,Neutral,35-44,8
C041,S335,Medium,Neutral,35-44,7
C041,S476,Medium,Neutral,35-44,6
C041,S337,Medium,Neutral,35-44,8
C041,S441,Medium,Neutral,35-44,7
C041,S174,Medium,Neutral,35-44,6
C041,S003,Medium,Neutral,35-44,7
C041,S334,Medium,Neutral,35-44,7
C041,S410,Medium,Neutral,35-44,4
C041,S071,Medium,Neutral,35-44,6
C041,S210,Medium,Neutral,35-44,7
C041,S064,Medium,Neutral,35-44,8
C041,S385,Medium,Neutral,35-44,5
C041,S094,Medium,Neutral,35-44,7
C041,S486,Medium,Neutral,35-44,5
C041,S186,Medium,Neutral,35-44,5
C041,S034,Medium,Neutral,35-44,7
C041,S078,Medium,Neutral,35-44,6
C041,S001,Medium,Neutral,35-44,9
C041,S012,Medium,Neutral,35-44,8
C041,S416,Medium,Neutral,35-44,7
C041,S023,Medium,Neutral,35-44,6
C042,S362,Tan,Cool,25-34,6
C042,S074,Tan,Cool,25-34,6
C042,S375,Tan,Cool,25-34,7
C042,S156,Tan,Cool,25-34,7
C042,S105,Tan,Cool,25-34,9
C042,S395,Tan,Cool,25-34,3
C042,S378,Tan,Cool,25-34,6
C042,S125,Tan,Cool,25-34,5
C042,S069,Tan,Cool,25-34,7
C042,S451,Tan,Cool,25-34,7
C042,S010,Tan,Cool,25-34,6
C042,S195,Tan,Cool,25-34,6
C042,S407,Tan,Cool,25-34,6
C042,S085,Tan,Cool,25-34,7
C042,S372,Tan,Cool,25-34,6
C042,S389,Tan,Cool,25-34,5
C042,S496,Tan,Cool,25-34,5
C042,S031,Tan,Cool,25-34,6
