profile_id,region,shade,skin_tone,undertone,lip_pigmentation,lip_condition,hedonic_scale,preference
P001,Jawa Barat,Caramel,Light,Olive,Dark / Hyperpigmented,Dry,5,Color: Coral | Intensity: Natural | Finish: Satin | Mood: Soft | Occasion: Everyday
P343,DKI Jakarta,Dusty,Light,Warm,Medium,Chapped,8,Color: Nude | Intensity: Natural | Finish: Satin | Mood: Fresh | Occasion: Everyday
P344,Kalimantan Timur,Dusty,Tan,Olive,Dark / Hyperpigmented,Normal,5,Color: Mauve | Intensity: Bold | Finish: Matte | Mood: Soft | Occasion: Everyday
P345,DI Yogyakarta,Dusty,Light,Neutral,Light,Textured / Lines,8,Color: Brown | Intensity: Bold | Finish: Satin | Mood: Fresh | Occasion: Campus / Work
P346,Sulawesi Selatan,Dusty,Light,Cool,Dark / Hyperpigmented,Chapped,7,Color: Brown | Intensity: Bold | Finish: Glossy | Mood: Elegant | Occasion: Special occasion
P347,Sumatera Utara,Dusty,Fair,Cool,Light,Dry,8,Color: Coral | Intensity: Natural | Finish: Satin | Mood: Fun | Occasion: Date
P348,Banten,Dusty,Medium,Neutral,Light,Normal,5,Color: Red | Intensity: Bold | Finish: Glowy | Mood: Elegant | Occasion: Party
P349,DKI Jakarta,Dusty,Fair,Warm,Two-Toned,Dry,6,Color: Terracotta | Intensity: Bold | Finish: Glossy | Mood: Bold | Occasion: Party
P350,DI Yogyakarta,Dusty,Light,Warm,Medium,Chapped,4,Color: Coral | Intensity: Medium | Finish: Satin | Mood: Elegant | Occasion: Party
P351,Jawa Tengah,Dusty,Light,Warm,Dark / Hyperpigmented,Chapped,6,Color: Coral | Intensity: Bold | Finish: Satin | Mood: Fun | Occasion: Everyday
P352,Sulawesi Selatan,Dusty,Light,Warm,Light,Textured / Lines,7,Color: Terracotta | Intensity: Bold | Finish: Satin | Mood: Fun | Occasion: Campus / Work
P353,Banten,Dusty,Medium,Warm,Light,Normal,5,Color: Berry | Intensity: Bold | Finish: Matte | Mood: Fun | Occasion: Date
P354,Jawa Barat,Dusty,Medium,Neutral,Medium,Dry,5,Color: Brown | Intensity: Natural | Finish: Glossy | Mood: Fun | Occasion: Special occasion
P355,Kalimantan Timur,Dusty,Deep,Cool,Medium,Dry,7,Color: Pink | Intensity: Natural | Finish: Satin | Mood: Fun | Occasion: Campus / Work
P356,Sumatera Utara,Dusty,Medium,Neutral,Light,Normal,4,Color: Nude | Intensity: Natural | Finish: Satin | Mood: Bold | Occasion: Everyday
P357,Bali,Dusty,Light,Cool,Two-Toned,Normal,3,Color: Brown | Intensity: Medium | Finish: Satin | Mood: Elegant | Occasion: Date
P358,Banten,Dusty,Fair,Warm,Dark / Hyperpigmented,Dry,7,Color: Mauve | Intensity: Bold | Finish: Glossy | Mood: Energetic | Occasion: Date
P359,Sumatera Utara,Dusty,Tan,Neutral,Two-Toned,Normal,5,Color: Mauve | Intensity: Medium | Finish: Matte | Mood: Bold | Occasion: Party
P360,Sumatera Utara,Dusty,Medium,Cool,Dark / Hyperpigmented,Dry,7,Color: Berry | Intensity: Medium | Finish: Glowy | Mood: Fresh | Occasion: Special occasion
P361,Jawa Tengah,Peachy,Light,Cool,Two-Toned,Textured / Lines,7,Color: Nude | Intensity: Medium | Finish: Glowy | Mood: Energetic | Occasion: Campus / Work
P362,Jawa Tengah,Peachy,Fair,Warm,Light,Dry,5,Color: Brown | Intensity: Medium | Finish: Satin | Mood: Fun | Occasion: Special occasion
P363,Sumatera Utara,Peachy,Medium,Neutral,Dark / Hyperpigmented,Dry,6,Color: Mauve | Intensity: Bold | Finish: Glowy | Mood: Fun | Occasion: Campus / Work
P364,Sumatera Utara,Peachy,Medium,Cool,Medium,Dry,7,Color: Red | Intensity: Bold | Finish: Glowy | Mood: Soft | Occasion: Special occasion
P365,DKI Jakarta,Peachy,Medium,Neutral,Light,Dry,6,Color: Nude | Intensity: Natural | Finish: Matte | Mood: Fresh | Occasion: Party
P366,Jawa Timur,Peachy,Fair,Warm,Dark / Hyperpigmented,Textured / Lines,5,Color: Pink | Intensity: Bold | Finish: Satin | Mood: Fresh | Occasion: Campus / Work
P367,Sulawesi Selatan,Peachy,Medium,Warm,Medium,Dry,5,Color: Berry | Intensity: Natural | Finish: Glowy | Mood: Bold | Occasion: Party
P368,DKI Jakarta,Peachy,Medium,Warm,Medium,Chapped,6,Color: Terracotta | Intensity: Natural | Finish: Matte | Mood: Elegant | Occasion: Date
P369,Sulawesi Selatan,Peachy,Medium,Warm,Dark / Hyperpigmented,Normal,6,Color: Nude | Intensity: Bold | Finish: Glowy | Mood: Soft | Occasion: Everyday
P370,Jawa Barat,Peachy,Deep,Warm,Medium,Normal,7,Color: Red | Intensity: Natural | Finish: Satin | Mood: Elegant | Occasion: Special occasion
P371,Banten,Peachy,Deep,Warm,Medium,Dry,5,Color: Coral | Intensity: Medium | Finish: Matte | Mood: Energetic | Occasion: Party
P372,Bali,Peachy,Tan,Cool,Medium,Dry,4,Color: Brown | Intensity: Bold | Finish: Satin | Mood: Energetic | Occasion: Everyday
P373,DKI Jakarta,Peachy,Medium,Warm,Medium,Dry,7,Color: Terracotta | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Party
P374,DKI Jakarta,Peachy,Medium,Warm,Medium,Dry,8,Color: Red | Intensity: Natural | Finish: Glowy | Mood: Fun | Occasion: Date
P375,Kalimantan Timur,Peachy,Medium,Neutral,Medium,Chapped,7,Color: Nude | Intensity: Natural | Finish: Satin | Mood: Bold | Occasion: Special occasion
P376,Bali,Peachy,Light,Warm,Light,Normal,7,Color: Nude | Intensity: Natural | Finish: Glossy | Mood: Elegant | Occasion: Special occasion
P377,DKI Jakarta,Peachy,Medium,Cool,Medium,Normal,7,Color: Berry | Intensity: Natural | Finish: Satin | Mood: Elegant | Occasion: Campus / Work
P378,DI Yogyakarta,Peachy,Light,Warm,Light,Normal,8,Color: Coral | Intensity: Natural | Finish: Satin | Mood: Elegant | Occasion: Party
P379,Sulawesi Selatan,Peachy,Deep,Olive,Medium,Dry,7,Color: Terracotta | Intensity: Bold | Finish: Satin | Mood: Bold | Occasion: Everyday
P380,Sulawesi Selatan,Peachy,Medium,Neutral,Light,Dry,5,Color: Nude | Intensity: Natural | Finish: Glowy | Mood: Soft | Occasion: Everyday
P381,Sumatera Utara,Coral Pink,Medium,Cool,Light,Normal,7,Color: Terracotta | Intensity: Medium | Finish: Matte | Mood: Bold | Occasion: Date
P382,Bali,Coral Pink,Light,Warm,Light,Chapped,6,Color: Brown | Intensity: Medium | Finish: Glowy | Mood: Fun | Occasion: Campus / Work
P383,Kalimantan Timur,Coral Pink,Light,Olive,Medium,Dry,3,Color: Pink | Intensity: Bold | Finish: Glossy | Mood: Soft | Occasion: Everyday
P384,Jawa Barat,Coral Pink,Tan,Neutral,Light,Chapped,4,Color: Red | Intensity: Medium | Finish: Satin | Mood: Bold | Occasion: Party
P385,Sumatera Utara,Coral Pink,Fair,Warm,Dark / Hyperpigmented,Dry,2,Color: Pink | Intensity: Natural | Finish: Matte | Mood: Energetic | Occasion: Party
P386,Sumatera Utara,Coral Pink,Light,Neutral,Dark / Hyperpigmented,Normal,4,Color: Pink | Intensity: Natural | Finish: Matte | Mood: Soft | Occasion: Party
P387,Bali,Coral Pink,Medium,Neutral,Two-Toned,Normal,6,Color: Terracotta | Intensity: Natural | Finish: Matte | Mood: Fresh | Occasion: Date
P388,Sulawesi Selatan,Coral Pink,Fair,Warm,Medium,Normal,5,Color: Berry | Intensity: Medium | Finish: Matte | Mood: Energetic | Occasion: Party
P389,DI Yogyakarta,Coral Pink,Light,Neutral,Medium,Chapped,6,Color: Brown | Intensity: Bold | Finish: Satin | Mood: Bold | Occasion: Party
P390,Jawa Timur,Coral Pink,Fair,Cool,Light,Normal,3,Color: Coral | Intensity: Medium | Finish: Glossy | Mood: Fun | Occasion: Campus / Work
P391,Jawa Barat,Coral Pink,Light,Neutral,Light,Dry,7,Color: Terracotta | Intensity: Medium | Finish: Glowy | Mood: Energetic | Occasion: Party
P392,Jawa Barat,Coral Pink,Deep,Cool,Two-Toned,Normal,4,Color: Coral | Intensity: Natural | Finish: Glowy | Mood: Elegant | Occasion: Special occasion
P393,Jawa Tengah,Coral Pink,Medium,Olive,Medium,Dry,5,Color: Pink | Intensity: Natural | Finish: Glossy | Mood: Fresh | Occasion: Party
P394,Sumatera Utara,Coral Pink,Light,Cool,Medium,Textured / Lines,4,Color: Terracotta | Intensity: Medium | Finish: Glowy | Mood: Energetic | Occasion: Party
P395,Kalimantan Timur,Coral Pink,Fair,Warm,Light,Normal,7,Color: Coral | Intensity: Medium | Finish: Satin | Mood: Fun | Occasion: Date
P396,Jawa Timur,Coral Pink,Tan,Cool,Medium,Normal,6,Color: Berry | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Campus / Work
P397,Sumatera Utara,Coral Pink,Fair,Neutral,Medium,Normal,7,Color: Coral | Intensity: Medium | Finish: Glossy | Mood: Fresh | Occasion: Special occasion
P398,Jawa Tengah,Coral Pink,Light,Cool,Light,Textured / Lines,6,Color: Red | Intensity: Bold | Finish: Matte | Mood: Bold | Occasion: Party
P399,Jawa Tengah,Coral Pink,Light,Warm,Dark / Hyperpigmented,Dry,7,Color: Coral | Intensity: Bold | Finish: Matte | Mood: Fun | Occasion: Party
P400,Jawa Timur,Coral Pink,Fair,Cool,Dark / Hyperpigmented,Dry,5,Color: Brown | Intensity: Medium | Finish: Satin | Mood: Bold | Occasion: Party
P401,DI Yogyakarta,Rust Red,Light,Warm,Dark / Hyperpigmented,Dry,5,Color: Mauve | Intensity: Bold | Finish: Glowy | Mood: Elegant | Occasion: Party
P402,Sulawesi Selatan,Rust Red,Light,Neutral,Dark / Hyperpigmented,Chapped,5,Color: Terracotta | Intensity: Bold | Finish: Matte | Mood: Energetic | Occasion: Special occasion
P403,Kalimantan Timur,Rust Red,Deep,Neutral,Light,Normal,4,Color: Pink | Intensity: Natural | Finish: Glossy | Mood: Soft | Occasion: Special occasion
P404,DKI Jakarta,Rust Red,Light,Olive,Medium,Dry,6,Color: Terracotta | Intensity: Medium | Finish: Glowy | Mood: Fresh | Occasion: Everyday
P405,Jawa Barat,Rust Red,Medium,Warm,Dark / Hyperpigmented,Textured / Lines,5,Color: Brown | Intensity: Bold | Finish: Satin | Mood: Fun | Occasion: Date
P406,DI Yogyakarta,Rust Red,Light,Cool,Medium,Chapped,8,Color: Red | Intensity: Medium | Finish: Matte | Mood: Fun | Occasion: Everyday
P407,Banten,Rust Red,Medium,Warm,Two-Toned,Dry,7,Color: Pink | Intensity: Natural | Finish: Satin | Mood: Energetic | Occasion: Date
P408,Sumatera Utara,Rust Red,Light,Neutral,Dark / Hyperpigmented,Normal,5,Color: Brown | Intensity: Bold | Finish: Glowy | Mood: Energetic | Occasion: Party
P409,Jawa Barat,Rust Red,Light,Neutral,Dark / Hyperpigmented,Normal,5,Color: Mauve | Intensity: Medium | Finish: Matte | Mood: Energetic | Occasion: Everyday
P410,Jawa Barat,Rust Red,Light,Cool,Light,Chapped,6,Color: Berry | Intensity: Bold | Finish: Matte | Mood: Bold | Occasion: Campus / Work
P411,Jawa Tengah,Rust Red,Deep,Warm,Two-Toned,Dry,8,Color: Red | Intensity: Bold | Finish: Satin | Mood: Energetic | Occasion: Special occasion
P412,DI Yogyakarta,Rust Red,Medium,Warm,Dark / Hyperpigmented,Dry,7,Color: Brown | Intensity: Medium | Finish: Satin | Mood: Soft | Occasion: Party
P413,DI Yogyakarta,Rust Red,Medium,Neutral,Light,Dry,9,Color: Brown | Intensity: Medium | Finish: Glowy | Mood: Fun | Occasion: Everyday
P414,Jawa Tengah,Rust Red,Light,Neutral,Dark / Hyperpigmented,Dry,4,Color: Coral | Intensity: Bold | Finish: Matte | Mood: Elegant | Occasion: Everyday
P415,Sulawesi Selatan,Rust Red,Light,Neutral,Medium,Normal,7,Color: Berry | Intensity: Medium | Finish: Satin | Mood: Fun | Occasion: Everyday
P416,Banten,Rust Red,Light,Neutral,Medium,Normal,7,Color: Berry | Intensity: Bold | Finish: Glowy | Mood: Elegant | Occasion: Party
P417,Kalimantan Timur,Rust Red,Fair,Warm,Light,Normal,6,Color: Berry | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Campus / Work
P418,Banten,Rust Red,Light,Neutral,Dark / Hyperpigmented,Dry,7,Color: Pink | Intensity: Bold | Finish: Satin | Mood: Energetic | Occasion: Everyday
P419,Jawa Tengah,Rust Red,Light,Olive,Medium,Normal,5,Color: Pink | Intensity: Natural | Finish: Glossy | Mood: Bold | Occasion: Campus / Work
P420,Sulawesi Selatan,Rust Red,Medium,Warm,Dark / Hyperpigmented,Normal,6,Color: Terracotta | Intensity: Bold | Finish: Satin | Mood: Elegant | Occasion: Party
P421,DI Yogyakarta,Tomato Red,Light,Neutral,Medium,Dry,5,Color: Mauve | Intensity: Bold | Finish: Satin | Mood: Elegant | Occasion: Campus / Work
P422,Bali,Tomato Red,Medium,Cool,Medium,Normal,6,Color: Red | Intensity: Natural | Finish: Glossy | Mood: Fun | Occasion: Special occasion
P423,DKI Jakarta,Tomato Red,Tan,Neutral,Dark / Hyperpigmented,Dry,6,Color: Nude | Intensity: Medium | Finish: Satin | Mood: Soft | Occasion: Party
P424,Sulawesi Selatan,Tomato Red,Light,Olive,Dark / Hyperpigmented,Dry,6,Color: Mauve | Intensity: Medium | Finish: Glowy | Mood: Fun | Occasion: Party
P425,Bali,Tomato Red,Light,Neutral,Medium,Normal,4,Color: Pink | Intensity: Bold | Finish: Matte | Mood: Soft | Occasion: Date
P426,DKI Jakarta,Tomato Red,Deep,Warm,Medium,Normal,6,Color: Brown | Intensity: Bold | Finish: Glossy | Mood: Soft | Occasion: Party
P427,Kalimantan Timur,Tomato Red,Light,Neutral,Medium,Textured / Lines,6,Color: Pink | Intensity: Bold | Finish: Matte | Mood: Energetic | Occasion: Special occasion
P428,Sumatera Utara,Tomato Red,Medium,Neutral,Light,Textured / Lines,4,Color: Nude | Intensity: Bold | Finish: Glowy | Mood: Elegant | Occasion: Campus / Work
P429,DI Yogyakarta,Tomato Red,Medium,Warm,Dark / Hyperpigmented,Normal,7,Color: Brown | Intensity: Medium | Finish: Matte | Mood: Fun | Occasion: Date
P430,Sumatera Utara,Tomato Red,Medium,Cool,Light,Normal,6,Color: Mauve | Intensity: Natural | Finish: Satin | Mood: Soft | Occasion: Special occasion
P431,Sumatera Utara,Tomato Red,Light,Cool,Medium,Normal,5,Color: Terracotta | Intensity: Natural | Finish: Satin | Mood: Soft | Occasion: Campus / Work
P432,DKI Jakarta,Tomato Red,Medium,Warm,Two-Toned,Chapped,7,Color: Berry | Intensity: Bold | Finish: Glossy | Mood: Elegant | Occasion: Special occasion
P433,Jawa Timur,Tomato Red,Tan,Warm,Light,Normal,8,Color: Coral | Intensity: Medium | Finish: Glossy | Mood: Elegant | Occasion: Everyday
P434,Jawa Timur,Tomato Red,Medium,Warm,Medium,Textured / Lines,6,Color: Nude | Intensity: Medium | Finish: Satin | Mood: Bold | Occasion: Campus / Work
P435,Jawa Tengah,Tomato Red,Fair,Neutral,Medium,Normal,7,Color: Berry | Intensity: Natural | Finish: Glowy | Mood: Fun | Occasion: Campus / Work
P436,Kalimantan Timur,Tomato Red,Fair,Olive,Dark / Hyperpigmented,Chapped,6,Color: Terracotta | Intensity: Medium | Finish: Glowy | Mood: Fresh | Occasion: Everyday
P437,DI Yogyakarta,Tomato Red,Medium,Warm,Medium,Dry,7,Color: Coral | Intensity: Bold | Finish: Glossy | Mood: Fun | Occasion: Party
P438,Sumatera Utara,Tomato Red,Medium,Cool,Dark / Hyperpigmented,Dry,8,Color: Nude | Intensity: Bold | Finish: Matte | Mood: Bold | Occasion: Party
P439,Sumatera Utara,Tomato Red,Medium,Neutral,Light,Dry,7,Color: Terracotta | Intensity: Natural | Finish: Glowy | Mood: Soft | Occasion: Party
P440,Banten,Tomato Red,Fair,Warm,Medium,Dry,6,Color: Coral | Intensity: Medium | Finish: Satin | Mood: Elegant | Occasion: Party
P441,Sumatera Utara,Deep Berry,Medium,Cool,Medium,Normal,6,Color: Nude | Intensity: Natural | Finish: Glowy | Mood: Fresh | Occasion: Everyday
P442,Jawa Timur,Deep Berry,Light,Warm,Medium,Normal,5,Color: Mauve | Intensity: Natural | Finish: Glowy | Mood: Soft | Occasion: Campus / Work
P443,Banten,Deep Berry,Deep,Warm,Medium,Normal,5,Color: Coral | Intensity: Natural | Finish: Glossy | Mood: Energetic | Occasion: Everyday
P444,Sumatera Utara,Deep Berry,Medium,Warm,Light,Dry,5,Color: Nude | Intensity: Medium | Finish: Glossy | Mood: Bold | Occasion: Campus / Work
P445,DI Yogyakarta,Deep Berry,Medium,Cool,Medium,Normal,5,Color: Pink | Intensity: Natural | Finish: Satin | Mood: Fun | Occasion: Everyday
P446,Jawa Timur,Deep Berry,Tan,Warm,Light,Dry,5,Color: Brown | Intensity: Bold | Finish: Glowy | Mood: Fresh | Occasion: Everyday
P447,Sumatera Utara,Deep Berry,Medium,Neutral,Medium,Dry,5,Color: Terracotta | Intensity: Bold | Finish: Satin | Mood: Fun | Occasion: Everyday
P448,Jawa Tengah,Deep Berry,Deep,Warm,Medium,Normal,3,Color: Pink | Intensity: Bold | Finish: Matte | Mood: Fresh | Occasion: Date
P449,Sumatera Utara,Deep Berry,Tan,Neutral,Medium,Normal,4,Color: Red | Intensity: Medium | Finish: Satin | Mood: Bold | Occasion: Campus / Work
P450,Jawa Barat,Deep Berry,Medium,Olive,Dark / Hyperpigmented,Normal,5,Color: Nude | Intensity: Bold | Finish: Satin | Mood: Fun | Occasion: Date
P451,Jawa Tengah,Deep Berry,Light,Warm,Medium,Dry,6,Color: Terracotta | Intensity: Bold | Finish: Glowy | Mood: Soft | Occasion: Everyday
P452,Jawa Barat,Deep Berry,Fair,Warm,Medium,Normal,5,Color: Pink | Intensity: Bold | Finish: Glowy | Mood: Energetic | Occasion: Party
P453,Sumatera Utara,Deep Berry,Medium,Warm,Light,Normal,4,Color: Brown | Intensity: Medium | Finish: Matte | Mood: Soft | Occasion: Special occasion
P454,Kalimantan Timur,Deep Berry,Tan,Neutral,Dark / Hyperpigmented,Normal,6,Color: Coral | Intensity: Bold | Finish: Matte | Mood: Bold | Occasion: Date
P455,Jawa Tengah,Deep Berry,Medium,Olive,Medium,Chapped,6,Color: Brown | Intensity: Bold | Finish: Glowy | Mood: Energetic | Occasion: Everyday
P456,Jawa Tengah,Deep Berry,Medium,Warm,Two-Toned,Normal,4,Color: Terracotta | Intensity: Natural | Finish: Satin | Mood: Fun | Occasion: Special occasion
P457,Jawa Barat,Deep Berry,Fair,Warm,Medium,Dry,6,Color: Nude | Intensity: Medium | Finish: Glossy | Mood: Soft | Occasion: Party
P458,Kalimantan Timur,Deep Berry,Medium,Warm,Light,Dry,7,Color: Berry | Intensity: Bold | Finish: Satin | Mood: Fun | Occasion: Everyday
P459,DKI Jakarta,Deep Berry,Medium,Neutral,Dark / Hyperpigmented,Dry,5,Color: Pink | Intensity: Natural | Finish: Glossy | Mood: Soft | Occasion: Everyday
P460,DKI Jakarta,Deep Berry,Medium,Warm,Medium,Chapped,8,Color: Coral | Intensity: Bold | Finish: Glowy | Mood: Fun | Occasion: Party
P461,Jawa Barat,Terracotta,Medium,Neutral,Two-Toned,Dry,5,Color: Red | Intensity: Medium | Finish: Matte | Mood: Energetic | Occasion: Everyday
P462,Sulawesi Selatan,Terracotta,Light,Cool,Medium,Dry,7,Color: Red | Intensity: Bold | Finish: Glossy | Mood: Fun | Occasion: Special occasion
P463,Jawa Barat,Terracotta,Light,Warm,Medium,Normal,7,Color: Terracotta | Intensity: Bold | Finish: Satin | Mood: Fresh | Occasion: Campus / Work
P464,Jawa Barat,Terracotta,Tan,Warm,Light,Normal,7,Color: Pink | Intensity: Medium | Finish: Matte | Mood: Energetic | Occasion: Campus / Work
P465,Jawa Barat,Terracotta,Light,Warm,Medium,Normal,8,Color: Red | Intensity: Bold | Finish: Matte | Mood: Soft | Occasion: Party
P466,Sumatera Utara,Terracotta,Medium,Cool,Medium,Normal,6,Color: Coral | Intensity: Natural | Finish: Glossy | Mood: Soft | Occasion: Date
P467,Jawa Barat,Terracotta,Medium,Warm,Medium,Normal,6,Color: Berry | Intensity: Medium | Finish: Glossy | Mood: Elegant | Occasion: Everyday
P468,Banten,Terracotta,Medium,Olive,Medium,Normal,6,Color: Pink | Intensity: Medium | Finish: Glowy | Mood: Elegant | Occasion: Date
P469,DKI Jakarta,Terracotta,Light,Warm,Dark / Hyperpigmented,Dry,5,Color: Red | Intensity: Medium | Finish: Satin | Mood: Energetic | Occasion: Everyday
P470,Kalimantan Timur,Terracotta,Light,Olive,Light,Textured / Lines,7,Color: Brown | Intensity: Bold | Finish: Matte | Mood: Fresh | Occasion: Everyday
P471,Jawa Tengah,Terracotta,Medium,Neutral,Two-Toned,Normal,5,Color: Mauve | Intensity: Medium | Finish: Glowy | Mood: Soft | Occasion: Campus / Work
P472,DKI Jakarta,Terracotta,Deep,Warm,Medium,Normal,4,Color: Terracotta | Intensity: Natural | Finish: Glossy | Mood: Soft | Occasion: Party
P473,Sumatera Utara,Terracotta,Medium,Cool,Dark / Hyperpigmented,Chapped,6,Color: Pink | Intensity: Bold | Finish: Glossy | Mood: Fresh | Occasion: Special occasion
P474,DKI Jakarta,Terracotta,Light,Warm,Medium,Normal,5,Color: Brown | Intensity: Bold | Finish: Matte | Mood: Fun | Occasion: Everyday
P475,Bali,Terracotta,Light,Olive,Medium,Normal,5,Color: Coral | Intensity: Medium | Finish: Matte | Mood: Elegant | Occasion: Party
P476,DKI Jakarta,Terracotta,Medium,Warm,Medium,Dry,2,Color: Brown | Intensity: Medium | Finish: Glossy | Mood: Bold | Occasion: Special occasion
P477,Jawa Tengah,Terracotta,Deep,Neutral,Medium,Dry,5,Color: Berry | Intensity: Bold | Finish: Glowy | Mood: Soft | Occasion: Special occasion
P478,Jawa Tengah,Terracotta,Medium,Warm,Medium,Normal,9,Color: Nude | Intensity: Medium | Finish: Matte | Mood: Soft | Occasion: Special occasion
P479,Sumatera Utara,Terracotta,Light,Olive,Two-Toned,Dry,4,Color: Berry | Intensity: Natural | Finish: Glowy | Mood: Bold | Occasion: Date
P480,Jawa Barat,Terracotta,Medium,Neutral,Light,Chapped,6,Color: Brown | Intensity: Medium | Finish: Glowy | Mood: Fresh | Occasion: Campus / Work
P481,Banten,Light Pink,Light,Neutral,Two-Toned,Normal,5,Color: Nude | Intensity: Natural | Finish: Glowy | Mood: Bold | Occasion: Date
P482,Bali,Light Pink,Light,Olive,Medium,Chapped,3,Color: Pink | Intensity: Bold | Finish: Satin | Mood: Bold | Occasion: Party
P483,Jawa Barat,Light Pink,Light,Warm,Dark / Hyperpigmented,Normal,7,Color: Nude | Intensity: Medium | Finish: Satin | Mood: Soft | Occasion: Date
P484,Banten,Light Pink,Medium,Cool,Medium,Chapped,6,Color: Terracotta | Intensity: Bold | Finish: Glossy | Mood: Energetic | Occasion: Party
P485,Banten,Light Pink,Medium,Neutral,Medium,Textured / Lines,6,Color: Pink | Intensity: Natural | Finish: Satin | Mood: Elegant | Occasion: Everyday
P486,Jawa Timur,Light Pink,Light,Warm,Dark / Hyperpigmented,Dry,6,Color: Red | Intensity: Medium | Finish: Glowy | Mood: Energetic | Occasion: Party
P487,Jawa Barat,Light Pink,Medium,Olive,Light,Dry,2,Color: Berry | Intensity: Natural | Finish: Glowy | Mood: Energetic | Occasion: Party
P488,Banten,Light Pink,Medium,Neutral,Dark / Hyperpigmented,Normal,4,Color: Pink | Intensity: Natural | Finish: Glossy | Mood: Bold | Occasion: Special occasion
P489,DKI Jakarta,Light Pink,Medium,Warm,Light,Textured / Lines,4,Color: Berry | Intensity: Natural | Finish: Matte | Mood: Bold | Occasion: Campus / Work
P490,Sumatera Utara,Light Pink,Fair,Olive,Dark / Hyperpigmented,Chapped,7,Color: Nude | Intensity: Bold | Finish: Glossy | Mood: Energetic | Occasion: Campus / Work
P491,DKI Jakarta,Light Pink,Medium,Warm,Dark / Hyperpigmented,Chapped,6,Color: Mauve | Intensity: Bold | Finish: Satin | Mood: Fresh | Occasion: Party
P492,Jawa Barat,Light Pink,Medium,Neutral,Dark / Hyperpigmented,Dry,6,Color: Pink | Intensity: Natural | Finish: Matte | Mood: Soft | Occasion: Campus / Work
P493,Jawa Tengah,Light Pink,Fair,Warm,Medium,Normal,5,Color: Berry | Intensity: Bold | Finish: Matte | Mood: Elegant | Occasion: Special occasion
P494,Banten,Light Pink,Light,Warm,Dark / Hyperpigmented,Textured / Lines,3,Color: Nude | Intensity: Natural | Finish: Satin | Mood: Bold | Occasion: Party
P495,Jawa Timur,Light Pink,Fair,Cool,Dark / Hyperpigmented,Dry,6,Color: Berry | Intensity: Natural | Finish: Matte | Mood: Fun | Occasion: Everyday
P496,Jawa Timur,Light Pink,Fair,Warm,Medium,Normal,5,Color: Terracotta | Intensity: Bold | Finish: Glowy | Mood: Fun | Occasion: Everyday
P497,DI Yogyakarta,Light Pink,Medium,Olive,Medium,Textured / Lines,4,Color: Red | Intensity: Medium | Finish: Satin | Mood: Soft | Occasion: Date
P498,Banten,Light Pink,Light,Cool,Light,Dry,6,Color: Red | Intensity: Natural | Finish: Satin | Mood: Bold | Occasion: Date
P499,Bali,Light Pink,Light,Cool,Light,Chapped,6,Color: Mauve | Intensity: Natural | Finish: Matte | Mood: Energetic | Occasion: Party
P500,Jawa Timur,Light Pink,Medium,Warm,Medium,Dry,6,Color: Brown | Intensity: Bold | Finish: Satin | Mood: Bold | Occasion: Special occasion
P501,DKI Jakarta,Plum,Light,Neutral,Dark / Hyperpigmented,Chapped,5,Color: Berry | Intensity: Medium | Finish: Glowy | Mood: Energetic | Occasion: Special occasion
P502,Sulawesi Selatan,Plum,Medium,Cool,Light,Chapped,6,Color: Terracotta | Intensity: Medium | Finish: Satin | Mood: Fresh | Occasion: Date
P503,Kalimantan Timur,Plum,Light,Warm,Medium,Normal,3,Color: Nude | Intensity: Medium | Finish: Matte | Mood: Fun | Occasion: Special occasion
P504,Sumatera Utara,Plum,Medium,Warm,Light,Dry,5,Color: Brown | Intensity: Natural | Finish: Matte | Mood: Soft | Occasion: Campus / Work
P505,Banten,Plum,Medium,Warm,Light,Dry,6,Color: Nude | Intensity: Natural | Finish: Glowy | Mood: Energetic | Occasion: Campus / Work
P506,Jawa Timur,Plum,Light,Warm,Medium,Normal,5,Color: Berry | Intensity: Bold | Finish: Glossy | Mood: Elegant | Occasion: Everyday
P507,Sumatera Utara,Plum,Medium,Neutral,Medium,Textured / Lines,7,Color: Red | Intensity: Bold | Finish: Satin | Mood: Fun | Occasion: Special occasion
P508,Banten,Plum,Light,Olive,Light,Dry,3,Color: Mauve | Intensity: Natural | Finish: Matte | Mood: Fresh | Occasion: Campus / Work
P509,Kalimantan Timur,Plum,Medium,Neutral,Light,Normal,6,Color: Nude | Intensity: Bold | Finish: Glowy | Mood: Fresh | Occasion: Date
P510,Kalimantan Timur,Plum,Medium,Neutral,Two-Toned,Chapped,6,Color: Red | Intensity: Medium | Finish: Satin | Mood: Energetic | Occasion: Everyday
P511,DKI Jakarta,Plum,Light,Warm,Dark / Hyperpigmented,Dry,6,Color: Red | Intensity: Natural | Finish: Glossy | Mood: Fresh | Occasion: Date
P512,DI Yogyakarta,Plum,Fair,Warm,Two-Toned,Dry,4,Color: Pink | Intensity: Medium | Finish: Glossy | Mood: Energetic | Occasion: Campus / Work
P513,Jawa Timur,Plum,Light,Warm,Medium,Normal,3,Color: Mauve | Intensity: Bold | Finish: Glossy | Mood: Soft | Occasion: Special occasion
