,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,category,joined,brand,product,shade,img_url,shade_description_original,id,validation,img_name,mean_lab,peak_lab,sd_color,ground_truth,ground_truth_CIELAB,diff_lab,diff_peak_black,diff_peak_white,mean_lab_2,peak_lab_2,diff_lab_2,mean_lab_3,peak_lab_3,diff_lab_3,Claude_CIELAB,Claude_message,diff_llm_lab,is_list_LLM,Claude_message_2,Claude_CIELAB_2,is_list_LLM_2,diff_llm_lab_2,hex_colors,Circle,color_group,median_hex_group,median_hex_circle
379,99,99,99,blush,persona super blush georgia,persona,super blush,georgia,"https://images.ulta.com/is/image/Ulta/2565796?id=nwwax1&fmt=jpg&fit=constrain,1&wid=260&hei=258&op_sharpen=1&resMode=bilin",sun-kissed peach,106,True,ulta102.jpg,"[77.16819628900447, 7.560189431870534, 6.683051793348538]","[99.77672239054068, -0.003558748372434195, 0.0036434692542997027]",48.44719370108955,1,[66.82457729 27.97826051 24.06341615],15.785562344373597,99.77255311470532,0.1280912064763974,"[77.16819628900447, 7.560189431870534, 6.683051793348538]","[99.77672239054068, -0.003558748372434195, 0.0036434692542997027]",15.785562344373597,"[69.42330277774754, 10.508116444040706, 9.25310726916726]","[99.77672239054068, -0.003558748372434195, 0.0036434692542997027]",11.260164830091064,"[51, 37, 35]","{'id': 'msg_01HFagmCUgoatxavBMeznKAR', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[51, 37, 35]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",14.967310158872696,True,"{'id': 'msg_01UNTfVSoP4q3nzsuP5qPpUS', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[64, 18, 12]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[64, 18, 12]",True,7.486588874150102,#c18e86,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#c18e86;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
380,102,102,102,blush,shiseido innerglow cheek makeup: blush & highlighter alpen glow 06,shiseido,innerglow cheek makeup: blush & highlighter,alpen glow 06,https://shiseido.ipscdn.net/sa2/dw/image/v2/BBSK_PRD/on/demandware.static/-/Sites-itemmaster_shiseido/default/dw7e87f4a4/images/alt1/0730852148871.jpg?sw=800&sh=800&sm=fit,soft peach,109,True,0730852148871.jpg,"[67.61763523502842, 17.85797203584477, 16.791281419649962]","[99.806284332917, 0.09383649518635018, 0.16194645720000178]",55.312338918263386,1,[76.06174824 22.53034498 24.63944632],7.653438808588942,99.80337306846997,0.2406511182440098,"[67.61763523502842, 17.85797203584477, 16.791281419649962]","[99.806284332917, 0.09383649518635018, 0.16194645720000178]",7.653438808588942,"[56.81326081916971, 25.6172290042872, 24.141179332947573]","[99.806284332917, 0.09383649518635018, 0.16194645720000178]",15.682982999980744,"[60, 20, 25]","{'id': 'msg_01HKEjgXPjVPfKuz92oykeEZ', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[60, 20, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",12.84273885392209,True,"{'id': 'msg_016fecVx5KLc5YasNVpaWrbP', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[65, 20, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[65, 20, 25]",True,8.682585192980607,#cd8f72,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#cd8f72;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
381,104,104,104,blush,smith & cult flash flush powder blush universal peach,smith & cult,flash flush powder blush,universal peach,"https://images.ulta.com/is/image/Ulta/2543079?id=5qVan2&fmt=jpg&fit=constrain,1&wid=260&hei=271&op_sharpen=1&resMode=bilin",universal peach,111,True,ulta107.jpg,"[58.52647020686463, 9.311529346794966, 0.7455423249068671]","[8.205425249052293, 3.230933686747359, -3.7261145654321313]",84.63282034460538,1,[65.93699282 32.71130939 12.64263355],15.679133558396703,7.251546935031595,88.291904985196,"[58.52647020686463, 9.311529346794966, 0.7455423249068671]","[8.205425249052293, 3.230933686747359, -3.7261145654321313]",15.679133558396703,"[58.52647020686463, 9.311529346794966, 0.7455423249068671]","[8.205425249052293, 3.230933686747359, -3.7261145654321313]",15.679133558396703,"[46.0, 30.0, 15.0]","{'id': 'msg_01JxMjXXfmWsF7J1WRdow56n', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[46.0, 30.0, 15.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 18}}",18.746124601224498,True,"{'id': 'msg_01FY8MAM8xwgFdBua7JaJL8S', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[68, 32, 16]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[68, 32, 16]",True,2.818940835110066,#e48e8a,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e48e8a;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
382,105,105,105,blush,stila convertible color gerbera,stila,convertible color,gerbera,"https://images.ulta.com/is/image/Ulta/2507533?id=SHya_1&fmt=jpg&fit=constrain,1&wid=260&hei=259&op_sharpen=1&resMode=bilin",rosey pinky peach,112,True,ulta108.jpg,"[73.41820893314613, 16.255362510329995, 12.542426958280739]","[54.04460449777409, 32.023885076988556, 24.472557299758403]",59.50500024388447,1,[54.20802921 32.49830456 24.69452165],18.22558510382136,46.50420426611775,40.11925747379128,"[73.41820893314613, 16.255362510329995, 12.542426958280739]","[54.04460449777409, 32.023885076988556, 24.472557299758403]",18.22558510382136,"[73.41820893314612, 16.255362510330052, 12.542426958280718]","[54.04460449777409, 32.023885076988556, 24.472557299758403]",18.22558510382134,"[63, 30, 30]","{'id': 'msg_013mWeXAA8HguBadZgXoQNWg', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[63, 30, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",8.827849504025442,True,"{'id': 'msg_01EX7cgt8J7CkkmwsNi7yp1g', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[70, 30, 20]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[70, 30, 20]",True,13.705914234572598,#e99588,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e99588;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
383,106,106,106,blush,stila convertible color petunia,stila,convertible color,petunia,https://images.ulta.com/is/image/Ulta/2153892sm?op_sharpen=1&resMode=bilin&qlt=85&wid=1000&hei=1000&fmt=webp,coral peach cream,113,True,ulta109.jpg,"[76.51727720087561, 24.228859598942886, 11.930005327861991]","[99.66664646570699, 0.26699004772429147, 0.16482368178953877]",58.01506276287952,1,[67.48085495 41.50291806 24.00444801],10.506211441490017,99.65828967769718,0.4695392710486272,"[76.51727720087563, 24.228859598942886, 11.930005327862014]","[99.66664646570699, 0.26699004772429147, 0.16482368178953877]",10.506211441490018,"[69.15832741698092, 33.335763396487415, 17.26626976761867]","[99.66664646570699, 0.26699004772429147, 0.16482368178953877]",4.011384289382384,"[56, 48, 31]","{'id': 'msg_018LtRj1PrZVQjZdLzqA2nC6', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[56, 48, 31]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",10.351853623771722,True,"{'id': 'msg_01QK8Ty4WND2YmofdJkjaqC5', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[69, 45, 23]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[69, 45, 23]",True,2.14616204934629,#fd8581,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#fd8581;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
384,108,108,108,blush,surratt beauty artistique blush peau de peche,surratt beauty,artistique blush,peau de peche,https://www.surrattbeauty.com/cdn/shop/products/Surratt-Artistique-Blush-Peau-De-Peche-SB016-19_02_d850a8fb-95c5-4e04-8c07-aee76e092e61.jpg?v=1583431228,true peach,115,True,Surratt-Artistique-Blush-Peau-De-Peche-SB016-19_02_d850a8fb-95c5-4e04-8c07-aee76e092e61.jpg,"[79.79043078812826, 20.359774374344774, 18.45909856672194]","[99.88755772225653, 0.04431892257666936, 0.1207440370247781]",37.22466139036197,1,[73.17700875 32.69510658 28.66610033],7.817368098233763,99.88659335241329,0.1517489434500678,"[79.8249978065785, 20.31280058413043, 18.420358511164814]","[99.88789898056984, 0.044138560332862564, 0.12030149292470149]",7.853440400972489,"[78.58394154446499, 22.9709484750103, 22.574815908580327]","[99.87629781727941, 0.05178994034887863, 0.1323661631082107]",5.934935478530396,"[74, 24, 28]","{'id': 'msg_01XN2ZheFSVqpQ6jtNHuMNX3', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[74, 24, 28]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",4.739207488839002,True,"{'id': 'msg_01Ck9hiSxuhG1QVmpkqZhj2S', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[68, 32, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[68, 32, 25]",True,4.415043777291392,#e88e7a,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e88e7a;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
385,109,109,109,blush,tarte amazonian clay 12-hour blush captivating,tarte,amazonian clay 12-hour blush,captivating,https://www.sephora.com/productimages/sku/s1604917-main-zoom.jpg?imwidth=1224,bright peach,116,True,s1604917-main-zoom.jpg,"[71.15410380894797, 25.109147175781498, 19.980656678284305]","[73.64606277553047, 33.84013291801613, 25.571268627226917]",60.83134476140965,1,[65.64162471 32.57760367 28.36382119],6.108202085513401,66.31372723785037,28.96340621891548,"[71.14840417414693, 25.10787898251038, 19.9806688521311]","[73.6431381220286, 33.844061512066595, 25.57502933751914]",6.105255767708637,"[71.14840417414693, 25.10787898251038, 19.980668852131124]","[73.6431381220286, 33.844061512066595, 25.57502933751914]",6.10525576770863,"[67.0, 45.0, 40.0]","{'id': 'msg_01Tp7CR48yMJnurKnXUYSrsj', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[67.0, 45.0, 40.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 18}}",5.243092810808388,True,"{'id': 'msg_01ETgA23JSELgn6tyLs8dehc', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[70, 35, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[70, 35, 25]",True,4.466225401676828,#f2907f,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f2907f;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
386,110,110,110,blush,tom ford shade & illuminate blush duo explicit flush,tom ford,shade & illuminate blush duo,explicit flush,https://www.sephora.com/productimages/sku/s2475002-main-zoom.jpg?imwidth=1224,neutral peach with shimmer,117,True,s2475002-main-zoom.jpg,"[51.85591732010583, 9.027309090277546, 10.9719466192717]","[70.03923047173376, 28.4285055777298, 28.811619740597514]",86.66660949004256,1,[68.24458345 35.05351295 25.26267456],20.080826459067403,61.95044537964292,30.07603874722266,"[51.85591732010583, 9.027309090277601, 10.971946619271677]","[70.03923047173376, 28.4285055777298, 28.811619740597514]",20.08082645906737,"[51.85591732010583, 9.027309090277601, 10.971946619271677]","[70.03923047173376, 28.4285055777298, 28.811619740597514]",20.08082645906737,"[60, 50, 30]","{'id': 'msg_01WZ25sAKaVSoDNCWrqKekzG', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[60, 50, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 112, 'output_tokens': 12}}",8.677609896223919,True,"{'id': 'msg_019MkH4mKKryjdtmjnX6AhXU', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[67, 40, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 138, 'output_tokens': 12}}","[67, 40, 30]",True,2.476359088535716,#f2846f,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f2846f;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
387,119,119,119,lipstick,anastasia beverly hills matte lipstick hollywood,anastasia beverly hills,matte lipstick,hollywood,"https://images.ulta.com/is/image/Ulta/2529286?id=7Pzam1&fmt=jpg&fit=constrain,1&wid=89&hei=359&op_sharpen=1&resMode=bilin",pale peach,128,True,ulta124.jpg,"[66.34307270808318, 6.530104945204451, 5.596707530266465]","[98.39444915751396, 0.5628088768306339, 0.573250566339456]",81.97796542746512,1,[58.46930538 29.82818706 24.2600536 ],16.69962864374157,98.19062273053646,1.3607018125094077,"[66.34307270808317, 6.530104945204506, 5.596707530266465]","[98.39444915751396, 0.5628088768306339, 0.573250566339456]",16.699628643741534,"[55.062816690027134, 9.00268436118401, 7.6617263864592555]","[98.39444915751396, 0.5628088768306339, 0.573250566339456]",13.389919445342516,"[92.5, 17.1, 17.6]","{'id': 'msg_01TbVUBHENP3SX4kBeN9Novm', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[92.5, 17.1, 17.6]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 89, 'output_tokens': 18}}",25.55677732794264,True,"{'id': 'msg_01Qw2TUHzcGpfPjAtsdK25K7', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[65, 40, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 117, 'output_tokens': 12}}","[65, 40, 25]",True,7.292005275641991,#ea7f73,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#ea7f73;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
388,122,122,122,lipstick,armani beauty lip power long lasting satin lipstick 103 androgino,armani beauty,lip power long lasting satin lipstick,103 androgino,https://n.nordstrommedia.com/id/sr3/c46b3c60-9f38-4786-b560-626b869a87d6.jpeg?crop=pad&w=1950&h=2990&dpr=2,pinky peach,131,True,c46b3c60-9f38-4786-b560-626b869a87d6.jpe,"[78.31696319895408, 18.29975062746181, 11.010611137789294]","[99.92921324968768, -0.009420096760359709, 0.0015635253161061513]",53.94194285308448,1,[67.12748108 35.80069269 22.62699089],12.10757049873274,99.92879440728682,0.0429504016392153,"[77.20417926813337, 17.279439139672615, 10.101161714255525]","[99.92921324968768, -0.009420096760359709, 0.0015635253161061513]",12.114701009692096,"[71.20704234171696, 25.411742909274892, 15.660566166828872]","[99.92852768861125, -0.008793239133719766, 0.0020795669146922435]",5.755826689382641,"[65, 30, 20]","{'id': 'msg_01NfAMDQvZFck6CNeH7JAX2T', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[65, 30, 20]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 101, 'output_tokens': 12}}",2.939384981793443,True,"{'id': 'msg_014x3GNGTU4xMZWo99Xtmk2o', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[70, 33, 20]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 129, 'output_tokens': 12}}","[70, 33, 20]",True,2.6750847546678105,#ed9288,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#ed9288;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
389,127,127,127,lipstick,charlotte tilbury k.i.s.s.i.n.g lipstick runway royalty,charlotte tilbury,k.i.s.s.i.n.g lipstick,runway royalty,https://images.ctfassets.net/wlke2cbybljx/5ORLbs9GGuOatovQkuz9Uq/fbcbb0171cf033d797322d7aff5d7efa/Runway-Royalty-1-Packshot.png?w=500&h=500&fit=fill&fm=jpg&bg=,nude soft rosy peach,137,True,Runway-Royalty-1-Packshot.png,"[77.31623391769917, 11.929350394957016, 17.706033926313292]","[99.86243862302308, 0.043317755930971646, 0.1546585594348615]",41.16206770306976,1,[49.50708585 26.44395325 18.60137566],25.21353119101288,99.86099410985992,0.1847632194250404,"[77.31623391769917, 11.929350394957016, 17.706033926313292]","[99.86243862302308, 0.043317755930971646, 0.1546585594348615]",25.21353119101288,"[73.83444886409114, 14.614931452228252, 22.86391630494098]","[99.85244975825742, 0.04769233091761471, 0.16444487994928814]",22.901477746826068,"[52, 52, 50]","{'id': 'msg_01QkALNbxGD8EeCQExHxb6jx', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[52, 52, 50]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",13.02639521421016,True,"{'id': 'msg_01T1zLePYcFQsw8MPaCophNz', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[69, 35, 26]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[69, 35, 26]",True,17.835109001116777,#ef8e7b,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#ef8e7b;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
390,132,132,132,lipstick,clinique pop matte lip colour + primer 5 melon pop,clinique,pop matte lip colour + primer,5 melon pop,https://www.sephora.com/productimages/sku/s1674787-main-zoom.jpg?imwidth=1000,"a light, light creme peach",142,True,s1674787-main-zoom.jpg,"[77.72697256896711, 13.631850488309894, 10.945618392892587]","[99.5867302016756, 0.010721386463297122, 0.021451030427677154]",63.395213862651794,1,[49.47738349 46.75052534 36.10670185],28.19310433925316,99.5724888917172,0.2384892900050894,"[77.72697256896711, 13.631850488309894, 10.945618392892587]","[99.5867302016756, 0.010721386463297122, 0.021451030427677154]",28.19310433925316,"[70.42570376141656, 19.00489072317091, 15.311003037709515]","[99.5867302016756, 0.010721386463297122, 0.021451030427677154]",22.040080329174017,"[71, 39, 37]","{'id': 'msg_01LrZnMaGNay7i6ffqTUajBN', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[71, 39, 37]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",19.262032291566467,True,"{'id': 'msg_01GzGBNvFSH7842iw2GsmxLf', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[64, 46, 39]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[64, 46, 39]",True,13.500665374794997,#f37558,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#f37558;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
391,133,133,133,lipstick,ctzn cosmetics nudiversal lip duo bali,ctzn cosmetics,nudiversal lip duo,bali,https://www.ctzncosmetics.com/cdn/shop/products/Bali.jpg?v=1675425325,coral peach with a cool undertone,143,True,Bali.jpg,"[55.094529364817106, 4.582856104171807, 5.2556598235874885]","[92.17648123935753, 0.0686458428310055, 0.09239739129049962]",50.73996882310706,1,[68.81610409 22.69181229 22.2010382 ],18.66282627970874,88.7481564267291,4.636585652242068,"[55.094529364817106, 4.582856104171807, 5.2556598235874885]","[92.17648123935753, 0.0686458428310055, 0.09239739129049962]",18.66282627970874,"[41.76175130477014, 6.6226037296922, 7.473659929207177]","[92.17648123935753, 0.0686458428310055, 0.09239739129049962]",28.261847862714685,"[75, 25, 30]","{'id': 'msg_01SX6WfQoFBzztC8EWEBS1YQ', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[75, 25, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 107, 'output_tokens': 12}}",6.066334037168388,True,"{'id': 'msg_01D9QrEBEtMLQ6b9PvEaNmP4', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[70, 40, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 135, 'output_tokens': 12}}","[70, 40, 30]",True,7.467915988217245,#fb8c76,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#fb8c76;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
392,143,143,143,lipstick,estée lauder pure color matte lipstick 856 object of desire,estée lauder,pure color matte lipstick,856 object of desire,https://www.esteelauder.com/media/export/cms/products/640x640/el_sku_GRFW01_640x640_1.jpg,light pinky peach with a warm undertone,153,True,el_sku_GRFW01_640x640_1.jpg,"[69.6582134322551, 16.344360662393253, 5.2448360931222515]","[92.22639424550094, -0.0888515098088627, -2.737928996536687]",39.924846505408624,1,[61.74581249 32.05208752 12.43925909],10.578501474482032,88.86661502655845,5.278505121076274,"[66.832513576385, 18.63398341876421, 5.464492641344254]","[92.13381384211274, -0.03020318680307943, -2.681444312685355]",8.30536060624085,"[69.6582134322551, 16.344360662393253, 5.2448360931222515]","[92.22639424550094, -0.0888515098088627, -2.737928996536687]",10.578501474482032,"[56, 65, 32]","{'id': 'msg_01ABFGG5wT8BMyNe2BE6AJBc', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[56, 65, 32]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",12.56753636861358,True,"{'id': 'msg_01FVxzTFsdgQAZGHSCAFcchp', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[66, 25, 10]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[66, 25, 10]",True,4.781333082593487,#d18f8f,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#d18f8f;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
393,152,152,152,lipstick,lime crime metallic velvetine lipstick siren,lime crime,metallic velvetine lipstick,siren,"https://images.ulta.com/is/image/Ulta/2520573?id=2Qla13&fmt=jpg&fit=constrain,1&wid=147&hei=361&op_sharpen=1&resMode=bilin",sunset/peach/gold,163,True,ulta158.jpg,"[72.50787925423721, 23.041009180522266, 8.911202522702988]","[99.49020011571204, -0.05693525158495527, 0.10232968195345027]",64.31194926599642,1,[71.67545119 22.56791628 15.90944508],4.93445087871986,99.468646888984,0.3212293986139531,"[72.50787925423721, 23.041009180522266, 8.911202522702988]","[99.49020011571204, -0.05693525158495527, 0.10232968195345027]",4.93445087871986,"[63.73154993260303, 31.882533091108613, 13.229105249405016]","[99.49020011571204, -0.05693525158495527, 0.10232968195345027]",8.5473725008246,"[65, 75, 40]","{'id': 'msg_018GnVv4YegGkawa4uZWULA9', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[65, 75, 40]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 95, 'output_tokens': 12}}",17.453235466548247,True,"{'id': 'msg_01B1YqK6FohxC4rG8GrgDtF9', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[66, 66, 45]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 123, 'output_tokens': 12}}","[66, 66, 45]",True,15.93467341608954,#ff6253,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#ff6253;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
394,158,158,158,lipstick,merit signature lip lightweight matte lipstick antibes,merit,signature lip lightweight matte lipstick,antibes,https://www.sephora.com/productimages/sku/s2759835-av-9-zoom.jpg?imwidth=1224,soft peach,170,True,s2759835-av-9-zoom.jpg,"[74.99653101236251, 14.360387562350974, 10.948860080263167]","[91.95269666386788, -0.3498491764319933, 2.0687896803927686]",32.327807472182805,1,[53.77011884 32.48269529 21.19444258],19.98910879607285,88.4082242216293,5.188265072908184,"[74.26240273630476, 13.897341198052803, 10.394558001973596]","[91.80706258186302, -0.20812534786718295, 2.1573746861967447]",19.70432086679923,"[74.26240273630476, 13.897341198052803, 10.394558001973596]","[91.80706258186302, -0.20812534786718295, 2.1573746861967447]",19.70432086679923,"[51, 52, 39]","{'id': 'msg_01DrxsfLSAZAf7wNsUuQTznM', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[51, 52, 39]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",8.573051833138685,True,"{'id': 'msg_01JvvMzgbeJ8McEEGjsGopim', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[70, 30, 20]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[70, 30, 20]",True,13.949026840774192,#e99588,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e99588;""></div>",8,#e5817c,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5817c;""></div>"
